Image name,0 mm,0.063 mm,0.125 mm,0.180 mm,0.250 mm,0.300 mm ,0.355 mm ,0.425  mm,0.500 mm,0.710 mm,1 mm,2 mm,4 mm,8 mm
R7_A1.jpg,0,5.2125132292323615,7.4019567775037967,6.5109423574741765,5.6205625813255029,4.817663934107304,5.1804387440316191,2.9391290747889682,6.3409499715596649,4.5279352209089119,14.566212098910178,21.283950659996986,12.58776702359371,3.0099783265668232
R7_A2.jpg,0,4.941105991398242,6.9880214305382946,8.1544668646362535,5.2760286209950458,4.5006378365682709,4.8411986238756519,3.6611574298039629,5.9512597052739213,4.5133288940520098,14.166711519950567,20.577346488486597,13.413605239311531,3.0151313551096504
R7_A3.jpg,0,4.836216539929505,6.9448918312310388,8.1494344485059429,5.2657883092909872,4.4845715120611134,4.8070871714872139,3.6049079705429676,6.2628157218846576,4.2966648347549219,15.301812515462357,21.461872405741691,11.77989260299382,2.8040441361137831
R7_A4.jpg,0,5.1340705890800642,7.4199511994706491,6.5821791130917031,5.7250746173596125,4.9059971809073799,3.9518601895245746,3.9752761532316234,6.3686843663375354,4.457253726491321,15.297609608021208,21.540848657759984,12.256614788742539,2.384579809981799
R7_B1.jpg,0,3.8390338482760527,5.9359750297104013,7.471220393743577,5.1298559995162876,4.6325136882708646,3.9758985423004534,4.2643177602821876,7.9798199294171654,5.1869084494230577,14.902386261967932,21.050641838161049,12.567939605178989,3.0634886537519912
R7_B2.jpg,0,4.2078522634946722,6.3423211330184435,7.8228017773618408,3.5115710446281345,4.6959921288555702,5.3113586960692487,4.2197985894746184,7.1730880778769581,5.1143790467687129,15.943366586320304,20.688887088233038,11.975761410645006,2.9928221572534519
R7_B3.jpg,0,4.4719564540212611,4.5197409810368008,8.399773742984479,3.7852290811359399,5.0715356602464574,5.7268567983526175,3.414491250201809,7.6929700362594309,5.1084382655061678,15.783177054653589,20.821067300013656,12.110308917338896,3.0944544582488973
R7_C1.jpg,0,5.164400680055377,5.6807303691351061,7.5068298414704815,5.1741928454694488,4.6245947642539837,5.1716837397742399,3.9809733989032008,6.8330266539180977,4.5834186017914842,15.359889113492549,20.715760685322465,12.298336800215708,2.9061625061978522
R7_C2.jpg,0,3.6905862193408465,5.8028989614323025,6.3372929289048887,4.7468438964825914,4.4989607207765143,6.6319714485467625,4.276708182268341,7.9947228916432831,4.6744261228213704,15.067258314826484,20.270430537174605,12.996898674132717,3.0110011016492932
R7_C3.jpg,0,6.188598956811199,5.9208755483116224,8.7881040747521588,4.5424376019414003,3.9013378000624126,4.2696906611960728,4.1444928035792108,6.0960537065354368,4.8661044829371001,14.576096805597087,20.48148108174744,12.953219677714953,3.2715067988139039
R7_C4.jpg,0,4.6533834957012212,6.7702540332718124,8.0703102100331066,5.2048730029075374,4.4612523933921953,4.8550239931275145,3.7211795320983656,6.1007642415046819,4.6354936684473191,15.355456144280199,20.72734428299449,12.316633173394656,3.1280318288469049
R7_D1.jpg,0,4.3777665955581577,6.7980419609025544,6.8828597400467819,4.860772686922707,4.3960516485183936,6.1813868646093031,3.8163587759027346,6.9412783466814281,4.3374535134423073,14.644994218803587,20.428216553476911,12.874819222406867,3.4599998727282641
R7_D2.jpg,0,5.308033669541012,7.3169125316710737,6.7214349242759956,4.4875849856935615,5.2419539719168036,4.336113272050893,4.1929912032897585,6.4930602687932897,4.5445032417539979,13.570924911877382,20.239145449010078,14.17661192636333,3.3707296437628229
R7_D3.jpg,0,5.1223110583154323,7.2487091653009479,6.7406246622243815,4.5251893590785173,5.3026850543438329,4.4082300934124223,4.2758145953328812,6.5529770430661314,4.5449955169153027,14.073704547849829,20.291026840434451,13.35887424906096,3.5548578146649108
R7_D4.jpg,0,5.6538112295240825,5.96296670286159,9.1516221010484582,4.8464938656417784,4.1950673707450647,4.5538239867407047,4.2987334185342778,5.8573547599641316,4.287346430652855,15.392533078037799,20.141010709539408,12.657712376057436,3.0015239706524239
R7_E1.jpg,0,3.6130084916254193,3.5540463529555191,6.9223677802966836,4.3841021719536597,5.7621813356922837,6.5693480181079078,5.3954726030005986,7.9212538432754434,4.8196475685623872,14.926494023739918,20.872627513406396,12.502325245585446,2.7571250517983472
R7_E2.jpg,0,3.8383651913509866,6.2269408006926863,6.6458195620879712,4.8874084027959892,4.5432874024556495,6.5215716991698791,4.087009533775249,7.4595129829562552,4.4580001802668114,15.382827949505327,21.138334625978825,12.171793169100763,2.6391284998636051
R7_E3.jpg,0,4.3801302512454079,5.1848172541013486,7.1692700959493489,5.1315610205548978,4.6983081336669539,5.3539721117611405,5.2209807955053797,7.1167896942173048,4.5035917554296532,15.21087777356284,20.506718616135135,12.530120163829087,2.9928623340415053
R7_E4.jpg,0,5.332839868490395,5.9444671816432866,7.6528751387912104,5.2150268155624602,4.6094343024381059,5.0948226287520662,3.8918936630103937,6.6525375922423233,4.440759348355245,15.385701432480852,20.362403108520116,12.4235933311005,2.9936455886130426
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
