Image name,0 mm,0.063 mm,0.125 mm,0.180 mm,0.250 mm,0.300 mm ,0.355 mm ,0.425  mm,0.500 mm,0.710 mm,1 mm,2 mm,4 mm,8 mm
R7_A1.jpg,0,0.1956451691636574,0.30640597837238931,0.24730107447446698,0.13252250315387323,0.058252320777771698,0.060226813559572913,0.098253234086851091,0.34711896308043155,0.13068439470898052,2.7431542792589894,1.12509966772166,1.7981358950648296,1.2596080179407945
R7_A2.jpg,0,0.17134405018835655,0.27986611549269785,0.30901236911562568,0.12634043976472598,0.05768114593575642,0.049623209090035682,0.13557059760858603,0.32322483792009221,0.13069512097050237,3.0713674489435037,0.61098615977109083,2.2987317338731934,1.2523202146163361
R7_A3.jpg,0,0.18746240695950692,0.25346971268478857,0.26782202830260665,0.12504368500978644,0.05529772758777219,0.053623702036024422,0.11356361741996496,0.30283620662334915,0.073657388175120395,2.4292096258011511,0.59545757179030845,1.6413852989734108,1.1596911120181499
R7_A4.jpg,0,0.21470690682672486,0.28406392385901336,0.23236012883240498,0.13258639846506623,0.046911666430752771,0.05380425691968066,0.13995256679774459,0.32239115981890504,0.13239716289537237,3.1917658863972131,0.65340534701223141,2.1087257889198892,0.928116235632509
R7_B1.jpg,0,0.41562557448780163,0.42667208716270638,0.31871028045894123,0.24858651714435473,0.26344244499721187,0.232426270010054,0.25318140501984249,0.48474495613555957,0.23874150562383481,3.2692928818160949,0.6377775214715723,2.240924551744877,1.3129143829635661
R7_B2.jpg,0,0.39140302695779661,0.44347665855203927,0.33521263400112489,0.14683870387160677,0.22694835120888296,0.26036973010058106,0.22408344247109788,0.40088198213711218,0.17437496877882683,2.6813834333744944,0.6655450211789492,2.0095075555189013,1.2468427926775538
R7_B3.jpg,0,0.35417673133155853,0.26972242169971122,0.31273372006064803,0.13283672584019204,0.19157735165047216,0.21118879830870046,0.13439470058471412,0.34717642394031595,0.15999108774173759,3.0868127106112082,0.77312132137468148,2.2454271968466513,1.3144795078801859
R7_C1.jpg,0,0.24304883863215956,0.27705151355773655,0.30674847084054757,0.14304197418150918,0.081813144687733513,0.082110975495267982,0.14510710403923471,0.39953960641171937,0.1442420619733954,3.1987704068495102,0.91719307479119516,2.1812935122667483,1.2552186063904736
R7_C2.jpg,0,0.52226845828106983,0.63074675975876826,0.44908504709706842,0.19630935142806941,0.18829384873054875,0.37308281442322389,0.33185057765933074,0.76506741449760629,0.1626328204760297,3.3307112616166639,0.48917853272057693,2.2317321679616571,1.2622470904209804
R7_C3.jpg,0,0.33263062470295229,0.27302322139842478,0.34296510307115213,0.09814319129908082,0.07225409518364366,0.11102402985902901,0.18084185592356256,0.3316512713603112,0.13939045404203942,3.2694429368391704,0.84476356763322658,2.3181624014043827,1.3647112343055401
R7_C4.jpg,0,0.24083503543694582,0.294666516186531,0.27781943661625352,0.11974017085605299,0.082359815052550897,0.10380922326559883,0.1249167521495753,0.28815101641546303,0.15239792770716704,2.9113587930542622,0.73768638193870673,1.9411145225227209,1.1906916574113262
R7_D1.jpg,0,0.18950837022026029,0.29155061190153725,0.28324769024636842,0.19087482535026037,0.13429490563320376,0.10466909072118942,0.11360483587425305,0.39047925880207557,0.11508193213001253,3.0572364002643244,0.47286685689565033,2.1054929358211925,1.3633718479355399
R7_D2.jpg,0,0.23236189078213026,0.34215063768136766,0.27880743824904258,0.13543536510532689,0.11456242094633166,0.062365295532043105,0.12996845573023172,0.39024512026592567,0.15064702180882572,3.1943244742637891,0.74645102601537194,1.9235493817979961,1.2730808283928186
R7_D3.jpg,0,0.22015394230157959,0.30037873498948525,0.24828236971975085,0.14385894822426903,0.10677198887063727,0.067532254798564548,0.1319718642500908,0.37442557192307396,0.17119457990044445,2.7706518969648948,0.486741331683335,1.5522511414852171,1.5016877967237956
R7_D4.jpg,0,0.20708087724093313,0.20886777028611089,0.27273953042272991,0.096360522980045535,0.049906057200711118,0.044415377135761012,0.12414831000794002,0.28034062884370048,0.13383895754132769,3.4294731584985629,0.66332243057277118,2.2202143782613537,1.1733354117365751
R7_E1.jpg,0,0.53708364152313226,0.39855900358233265,0.40196418510468662,0.13022728034714842,0.25893685820718931,0.41281999269462932,0.39770597684581249,0.51806516925449253,0.11077283461170671,3.2453001478765744,0.56604062884572093,2.3876440637057454,1.1896101840990694
R7_E2.jpg,0,0.42541948854475753,0.45819662974191477,0.26398968724808253,0.1981603454409058,0.23798904278350438,0.39141397411790019,0.25836457480755498,0.43460647143228343,0.20433028190175093,3.4724818742582801,1.1254069574094443,2.0117647561420116,0.99136605648350129
R7_E3.jpg,0,0.30227782756473248,0.23624878597515048,0.22758477459244078,0.21437555247513768,0.22039742571553106,0.23860748807906765,0.20377541270414662,0.30728190610342571,0.22096749738044605,3.045723364508059,0.85341745756602461,2.206189536533977,1.1399247333705127
R7_E4.jpg,0,0.25119045054935329,0.23767877681668012,0.25613564605164191,0.17749474998634943,0.14690537284765995,0.13399297872295948,0.12755920601545204,0.32202978783602221,0.17015228029553434,3.0263965773122767,0.58925518791947262,1.7814238766681065,1.2761643140715724
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
