Image name,0 mm,0.063 mm,0.125 mm,0.180 mm,0.250 mm,0.300 mm,0.355 mm,0.425 mm,0.500 mm,0.710 mm,1 mm,2 mm,4 mm,8 mm
R7_D1.JPG,0,1.4210854715202004e-14,0.02286713665723994,1.1453481149910942,4.30341817839232,13.094820480669085,22.11690516422955,31.331124748787033,41.71724979020288,53.80303539678245,64.94496691780176,85.77380870384752,96.4954510300182,99.47937825784005
R7_A2.JPG,0,1.4210854715202004e-14,1.4210854715202004e-14,0.8778007082923551,3.5080747001515387,12.036249835809587,18.939410234760548,28.79100294327057,40.196278692955616,53.35759455228784,65.33128559098657,85.9841148396204,96.33681782075172,99.47853629898084
R7_B1.JPG,0,0.0,0.00716423181160053,0.3195188361596735,1.811151156680637,8.630939564981176,16.952336577813014,29.87312504489127,43.920534274975374,54.45985701227029,67.47855347460558,86.47651482479758,96.94128918828129,99.4064395850902
R7_A1.JPG,0,0.0,0.0,0.07901639866831545,0.3022657401871669,1.3035124514282472,3.655009890681498,10.025222223826075,28.49666908239789,52.93985838546035,64.194416741595,85.23152612525095,96.18456071131308,99.29556426463199
R7_C2.JPG,0,0.0,0.0,0.7795923653523715,3.8268855776218658,13.421400468499955,20.827439048979546,31.16188561357827,43.11032052562826,54.464804422570076,68.39111699687686,88.00327792628714,97.22321915290169,99.55652302841342
R7_B2.JPG,0,0.0,0.00628828325517361,0.29334594584020124,1.6929186423066795,7.241298723813301,17.719017996845025,28.31813965225289,42.822682585925776,53.61786878410373,65.90007159068031,86.09312967463251,96.3859659215361,99.23971388987628
R7_E2.JPG,0,0.0,0.012846835972126769,0.53479213976415,3.053954155388226,11.65882909582686,20.42213579969777,29.93196192788838,41.87617415477456,53.84147415962443,66.47882657995163,87.86036388797547,97.87377887096106,99.5541691184714
R7_E1.JPG,0,1.4210854715202004e-14,0.008993424944634398,0.3908772076004681,2.3558975299469296,9.991206843299594,18.740682437059306,30.812002225980024,43.36473194907488,53.6867506425515,65.36098178597608,85.74835306418801,96.26019009179188,99.27354478912615
R7_D2.JPG,0,0.0,0.002960308213872054,0.15242692957926351,0.7210583691398966,4.033546957855535,11.292979870623086,21.033884373570913,40.22024870620942,53.76088821847482,66.42189352549369,86.86521064813118,96.6239334555844,99.5659169678587
R7_C1.JPG,0,0.0,0.0022810440512159857,0.08585930672721531,0.3134324726037079,1.5342784603437138,3.904306865335329,11.573067389928324,30.71939824597459,53.0352214785486,65.29322281294554,85.72846954192201,96.33977806258166,99.28662742440972
