Image name,0,0.063,0.125,0.17999999999999999,0.25,0.29999999999999999,0.35499999999999998,0.42499999999999999,0.5,0.70999999999999996,1,2,4,8 mm 
R2_A1.jpg,0,0.34687631290685567,0.52858138715464786,1.4087147833735953,1.2937286418893688,0.57190267652019933,0.19035131177841061,0.7863718428902251,1.6684924393379572,0.34098853628827075,2.1826257405945682,1.4755961483170752,1.6519572298832386,3.3528229393557365
R2_A2.jpg,0,0.43538614396833325,0.45206038396771864,1.0930848876484425,1.4296789195894828,0.71383850998703968,0.19078236553326777,0.63356211403348783,1.6833560219325465,0.32857673471294335,2.5308889971123771,1.4672234717661994,1.5820183872935776,3.6525458479124082
R2_B1.jpg,0,0.26064271475372935,0.29963184497072731,0.50712994260798494,0.54675391623019798,0.82563083728313524,1.666701034557565,1.8752104902969715,2.610876936557585,1.7638060096287105,2.8743422373391234,1.3783847385043571,1.9574474770872055,3.8191941570743433
R2_B2.jpg,0,0.27412610887975208,0.22924770493357474,0.53255160646661226,0.58272284684769704,1.4028449953152911,1.6538277372267749,0.44189601077721696,2.4074913653299039,0.60394984836580279,2.8162323068111537,1.515477919411544,1.84872553445107,3.8939382300728602
R2_C1.jpg,0,0.14932853756251768,0.22854956109331925,0.31612586613167093,0.43286452368707262,0.51583399584963718,1.5865782281983565,1.8207922509529297,2.1171539815057292,1.422898999484808,2.8413472775948625,1.5867361411074861,1.9065761499722653,3.887129731776358
R2_C2.jpg,0,0.52702389678063544,0.39563527573092677,0.934488903620183,1.144060830037499,1.1991014406972447,0.86153360500277232,0.5412339212965579,1.9345540730798689,0.44208850594990812,2.8912679142483055,1.31792913949355,1.8909937909150401,3.8217824761023151
R2_D1.jpg,0,0.69450382403821143,0.81664458873063461,1.0880186814950277,1.0137081967781671,1.5675068938226515,1.0395628662114185,0.74762965978403351,2.6844537704102946,0.61974728141085167,2.5222160632508994,1.4553092536021446,1.3601622316166009,3.8443261414391556
R2_D2.jpg,0,0.44138851482727598,0.3505667396315682,0.98644896562260265,1.0419608242478127,1.175670072140466,0.38738023076316502,0.56840003317059828,1.673639611882537,0.38168843144254633,2.514053818891445,1.5164341032077926,1.5948938813762095,3.7341316672230711
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
