Image name,0,0.063,0.125,0.17999999999999999,0.25,0.29999999999999999,0.35499999999999998,0.42499999999999999,0.5,0.70999999999999996,1,2,4,8
R10_A1.jpg,0,0.69505305168499443,1.2715151610951683,1.4173988028132807,0.45210001575681663,0.13974975995185612,0.62302421598561453,0.61687444703094552,1.1927406080929392,0.59295830123922388,3.0209585136428583,1.1443973067994722,2.1880464304920646,3.5893269836284065
R10_A2.jpg,0,0.75349781598035825,0.83680384102170735,1.2736765333408682,0.25491295396064806,0.089315770689573595,0.31880554738155709,0.42583260363597936,0.87107268071678479,0.60577587348751871,3.0380533924062902,1.5103086027858825,2.1825516036825281,3.995437000736763
R10_B1.jpg,0,0.77717091931682025,1.1505992780761485,0.96309416933054126,0.14999935014784282,0.11884181284427613,0.3387403098775234,0.31869406537996353,0.8984934434764138,0.23892688124250699,2.6164037811879686,1.3512354527664172,1.4862565304508519,3.8022035870195143
R10_B2.jpg,0,0.77431511469593028,1.1376962651742268,0.94041906574277845,0.13550841351431764,0.14034254788859987,0.36440796316976798,0.3280256638150455,0.84416243731746698,0.43205684502351871,2.690260127665141,1.3078303425320488,1.8697492789326338,3.7558041192262621
R10_B3.jpg,0,0.98899956403651268,0.99563388189408564,0.77635744732614798,0.14568189847345173,0.15434656155069881,0.35362186394178136,0.32897336510111802,0.82013770724292201,0.53261799049306191,2.9936779235118172,1.1619141469193726,2.2642810044636699,3.5339936593362444
R10_C1.jpg,0,0.67981552586015337,1.4075927029373718,0.6657375724187512,0.1876930273120658,0.1340814323259143,0.3502860875120109,0.31643290325319107,0.83658117423103251,0.76919143282936964,3.2486671830501384,1.2950631212015056,2.2061132926664091,4.0464987034169413
R10_C2.jpg,0,1.0274964296808407,1.0502685282469311,0.88063202658740836,0.13307307631676799,0.11711122135721277,0.31353019878136545,0.35003055843122111,0.80065222097451938,0.38585524670149929,3.2211065460054824,1.8073548047211487,2.1055329863800507,4.3569851002714746
R10_D1.jpg,0,1.0371735587737831,1.2302405893046309,0.61382977242427805,0.084748857730048976,0.22353874762383041,0.47145351297756544,0.3094475532593115,0.81452453275880987,0.47930993448866349,2.8118479805516539,1.5998278044210885,1.661188976695563,4.2456458583404801
R10_D2.jpg,0,1.3921215282741386,0.81949230358085112,0.60565350590846778,0.079960796096161732,0.27408823647921415,0.4094927493745778,0.32021921343003668,0.84279622174004865,0.69278925964934124,3.0147322490167108,1.7306037859347418,2.0990888065746218,4.1781121887385808
R10_D3.jpg,0,1.0283764801046933,1.1808964768414161,0.58561323592393422,0.071090297085485477,0.27454554156466415,0.34760990190551033,0.34326815180735304,0.77757338590797098,0.51205537132585766,2.8859634423912528,1.4680425301086679,1.626458856009096,4.3460381181998331
R10_E1.jpg,0,0.95486071872876133,1.0337896033857588,0.9879281603899891,0.30603555827089485,0.061827789649243174,0.29212880496462534,0.30157490279448562,1.0240824220290186,0.51501158793633472,2.7686000085492872,0.85465515683451498,2.3643692025082448,3.092233829232327
R10_E2.jpg,0,1.0415775868983652,1.08109772847233,0.98556791095606722,0.29936821388158086,0.071570007603275823,0.29534094635708291,0.30038282771039848,1.0168552082822782,0.41776808613079253,3.1054325805699889,0.91898737553688237,2.5294070558586745,3.2939360627210075
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
