Location,0 mm,0.063 mm,0.125 mm ,0.180 mm,0.250 mm,0.300 mm,0.355 mm,0.425 mm,0.500 mm,0.710 mm,1 mm,2 mm,4 mm ,8 mm
R02_A,0,56.158455105532077,6.0417431410709845,2.372426968605112,1.4444241115518828,1.0826087146694743,1.1384354306494648,1.0452933881795741,0.43373516261953127,0.77122354309246133,0.59996495507604153,0.54711545776090675,2.0926823034888584,23.203126294749328
R02_B,0,64.290786513156434,2.5352925167283735,1.1114884465564421,0.49813949378511085,0.89753273092191643,1.041437075750949,1.3401995502578576,0.422843699062666,0.6672440536144808,0.84617114204402344,1.6362300719841858,2.7776334516255714,14.70234993798568
R02_C,0,0,6.4778786667944308,2.1319134022054684,1.0644207899626241,1.0178360043205528,1.3926477603194602,1.1388289930306381,0.30038247976604754,0.45382264170278103,0.8294857363514303,2.2010406382166043,8.0733039146546766,0
R02_D,0,79.447557210834063,7.6553333803732517,2.795307734758198,1.0875459993064587,1.6040759225052668,1.2027752262303426,0.84813116758024631,0.2718957876838089,0.44384135689923637,0.52426747059543632,1.2258343604072954,2.8365098469614352,0
R03_A,0,7.1230231804708737,0.50356464035261583,0.27125558067205191,0.19095917822009251,0.63911395972611396,1.3000594692223992,2.177433888421398,0.82039902206537063,0.69597764897486603,0.95369420223834644,1.3975971595894192,3.0146729746786636,7.7313874859336504
R03_B,0,19.170396288970604,4.9916081250714885,2.6880078549013287,1.4012937513718753,1.5319178459310039,1.4665714491228647,0.9380455272760666,0.49210102011543766,0.96701008163043956,0.87667847312103997,0.74739679450624463,0.68455050603591094,0.3625305448660095
R03_C,0,89.154200191340323,11.024747575040346,2.4383057610392775,0.95606982252672335,1.4746869837135241,0.92144145943459854,1.0197069768403408,0.35688421776685342,0.49589399547560864,0.58933092376034901,1.3705463354121756,2.8751482969229651,0
R05_A,0,26.287587640846144,10.135154559612591,3.1827703533447318,0.81108642671857567,1.176754237239189,2.1298748728799324,4.1128015234591926,1.5694678578221151,0.47943185630502583,0.35805650878355555,0.58090494947462135,1.7999584748846365,0
R05_B,0,40.440351364907855,8.2732919363272508,2.0474137812817639,0.43375338589292634,0.39266798651687235,0.26687649763596355,0.68717625761909207,0.82086021980877744,0.92754967809880495,1.5526646515018263,2.4971583294878013,3.3609882348885547,7.0408756292201238
R05_C,0,106.83763937678762,9.6461207946256291,6.0256868276418398,2.2488986094557744,2.6013257012436406,1.4157898314983,0.87643237144102248,0.18396550095564151,0.37479349723802063,0.67415919692596549,1.8424518554308489,7.6316329097747069,4.8769340050458689
R07_A,0,133.64593040917654,4.1568281821436006,0.80020060981104624,0.3501727904067865,0.40383337068291969,0.45563095552073579,0.7211152163757123,0.57391782413201919,1.2277727906675262,0.91323824572750711,1.4069292732388772,2.6400239954514939,2.2538367716044041
R07_B,0,55.595182308470619,3.6953252294870524,1.4855031190046459,0.37189867654893938,0.33335478349505288,0.21947319599411289,0.30406323878503905,0.41053137995380684,1.4014841156223423,2.2096756331588012,7.7553803461091873,16.757028417213586,699.32044222897673
R07_C,0,0,27.845264033661586,5.7569137643325705,0.96727290113930231,0.46494405972739339,0.26162995485941581,0.29407037295507099,0.22468419407045034,0.79936099550082518,0.80267235407901549,1.5233789972443736,2.5129780149269938,0
R07_D,0,269.33096153108198,14.237337818571399,3.1725524048707858,0.71458905899408409,0.4801868529862266,0.27595090347890261,0.3772464178972102,0.19897677636578615,0.70662114517396646,0.84499687543482782,1.3730457539370309,4.4146563419185751,0
R07_E,0,87.835373105359096,7.5967564623843673,2.8195447042945587,1.0396440401497555,0.73827492198936528,0.38517817521262548,0.30373193805335857,0.15766398252428648,0.70485600163131701,0.90191623009309052,1.8773248315916176,4.3562206606174012,769.23933921677587
R08_A,0,1356.482959997528,9.6762514039991405,3.0047626580187234,0.853944484096677,0.79326998003796334,0.43205135900447666,0.49571707748951732,0.26054861393493023,0.41713212043018577,0.52245492763934442,1.859136553190877,11.46149923336635,704.63573632301132
R08_B,0,0,14.616823742287664,2.0859114816057369,0.59290972943653142,0.40326525598458929,0.2122874283842259,0.2180737468831076,0.15484434222038346,0.67379996971681622,1.2610896775506317,3.6360158200412509,13.392319768416248,994.89533897068293
R08_C,0,624.14929595922786,20.97487967405057,5.0239778576869067,1.1302204698060367,0.69522271872439279,0.28672437929628397,0.25806043675466872,0.15234693256774987,0.47627003469818951,0.60757756577152033,1.6967448723285057,4.0673899878309676,995.41131658590291
R08_D,0,330.08656823921746,6.4602237918987591,1.4778093303267226,0.50281493903943897,0.39133899019495255,0.33599656802819061,0.36173951136869553,0.21427738494476026,0.83688661263789732,0.92062546882138074,1.6947512539658032,4.7554243279249171,0
R08_E,0,388.5414407392887,8.8389729227250626,2.8522412138067836,0.85437285933221419,0.58540519659096846,0.31807054106968913,0.35987103276903182,0.22763891551811591,0.65142803773140578,0.69690715479951149,1.2146019675740622,3.1582516284176436,0
R09_A,0,102.09021563561485,6.4626131143124992,2.0588706685142544,0.59833984905427873,0.46817851436284802,0.24970804134338909,0.25801754137780564,0.14729022099447903,0.45965120203668586,1.2106393858332714,7.4536724943382611,29.908368107648855,0
R09_B,0,282.15965209009852,8.1147275057917287,1.9173132663827324,0.68647263790267132,0.64471269813170706,0.43073333009855824,0.42780703217855448,0.21389187746682226,0.59811359506432638,0.63508190319554014,1.0956432941878143,3.6254718277571629,1020.9678829660686
R09_C,0,377.07627576894242,12.466400870134638,4.4457037367437628,1.404203428335999,1.437913058058661,0.63589901577540719,0.64612180835735689,0.24295061226381287,0.44444405543033516,0.47317121867345008,0.81807251518563884,3.3056942076528686,0
R09_D,0,134.43913648290842,4.9162934260251419,1.7837833901904552,0.89386074090101608,0.8291490073944785,0.4825197710711151,0.38257073270703856,0.173018349786207,0.49333378392938798,0.72476118759589836,1.3488826640728606,3.5577185093453418,7.0354226108018452
R10_A,0,277.43731185495704,15.930065416863565,7.2450276872267034,1.7817459437323406,1.2032530745575634,0.37465123955572249,0.26146262032224832,0.13489872748490678,0.59459255593378224,0.72650406190747085,2.6992605741530262,4.6528820107287459,0
R10_B,0,453.64300327291932,25.912435584849113,10.489184179316089,2.6550537646842987,4.0005707262143888,1.1678961773244876,0.79897495184886946,0.36014216615609684,0.75529705654409252,0.4750355651774904,0.50180907780797246,1.262764578955532,3.7430332921251641
