Point ID,Date,Time,Easting ,Northing,Elevation,Accuracy (?),Accuracy (?)
TR0300089    ,26/10/2022,14:54:12,116499.33199999999,559246.92099999997,-1.2929999999999999,0.01,0.01
TR0300090    ,26/10/2022,14:54:13,116499.897,559246.14800000004,-1.3200000000000001,0.01,0.01
TR0300091    ,26/10/2022,14:54:14,116500.461,559245.49699999997,-1.343,0.01,0.01
TR0300092    ,26/10/2022,14:54:15,116500.921,559244.77500000002,-1.361,0.01,0.01
TR0300093    ,26/10/2022,14:54:16,116501.39200000001,559244.02500000002,-1.4139999999999999,0.01,0.01
TR0300094    ,26/10/2022,14:54:17,116501.83100000001,559243.429,-1.466,0.01,0.01
TR0300095    ,26/10/2022,14:54:18,116502.25199999999,559242.95799999998,-1.496,0.01,0.01
TR0300096    ,26/10/2022,14:54:19,116502.504,559242.57299999997,-1.51,0.01,0.01
TR0300097    ,26/10/2022,14:54:20,116502.557,559242.48199999996,-1.514,0.01,0.01
TR0200001    ,26/10/2022,15:03:57,116786.08,559613.07900000003,2.968,0.01,0.01
TR0200002    ,26/10/2022,15:03:59,116786.42999999999,559612.68200000003,2.9550000000000001,0.01,0.01
TR0200003    ,26/10/2022,15:03:60,116786.97900000001,559611.79299999995,2.911,0.01,0.01
TR0200004    ,26/10/2022,15:04:00,116787.724,559610.69999999995,2.847,0.01,0.01
TR0200005    ,26/10/2022,15:04:02,116788.43700000001,559609.52099999995,2.847,0.01,0.01
TR0200006    ,26/10/2022,15:04:03,116789.178,559608.31900000002,2.8359999999999999,0.01,0.01
TR0200007    ,26/10/2022,15:04:04,116789.95600000001,559607.196,2.762,0.01,0.01
TR0200008    ,26/10/2022,15:04:05,116790.837,559605.93299999996,2.7509999999999999,0.01,0.01
TR0200009    ,26/10/2022,15:04:06,116791.655,559604.728,2.6859999999999999,0.01,0.01
TR0200010    ,26/10/2022,15:04:07,116792.40399999999,559603.57299999997,2.6469999999999998,0.01,0.01
TR0200011    ,26/10/2022,15:04:08,116793.25599999999,559602.46699999995,2.633,0.01,0.01
TR0200012    ,26/10/2022,15:04:09,116794.091,559601.40300000005,2.5939999999999999,0.01,0.01
TR0200013    ,26/10/2022,15:04:10,116795.024,559600.27500000002,2.5609999999999999,0.01,0.01
TR0200014    ,26/10/2022,15:04:11,116795.95299999999,559599.14199999999,2.5,0.01,0.01
TR0200015    ,26/10/2022,15:04:12,116796.902,559597.95900000003,2.48,0.01,0.01
TR0200016    ,26/10/2022,15:04:13,116797.826,559596.78599999996,2.4449999999999998,0.01,0.01
TR0200017    ,26/10/2022,15:04:14,116798.63099999999,559595.68599999999,2.371,0.01,0.01
TR0200018    ,26/10/2022,15:04:15,116799.508,559594.54000000004,2.3180000000000001,0.01,0.01
TR0200019    ,26/10/2022,15:04:16,116800.41800000001,559593.32900000003,2.282,0.01,0.01
TR0200020    ,26/10/2022,15:04:16,116801.39200000001,559592.15700000001,2.2570000000000001,0.01,0.01
TR0200021    ,26/10/2022,15:04:18,116802.24800000001,559591.02599999995,2.2229999999999999,0.01,0.01
TR0200022    ,26/10/2022,15:04:19,116803.212,559589.93599999999,2.2130000000000001,0.01,0.01
TR0200023    ,26/10/2022,15:04:19,116804.121,559588.81099999999,2.1869999999999998,0.01,0.01
TR0200024    ,26/10/2022,15:04:21,116805.156,559587.723,2.1659999999999999,0.01,0.01
TR0200025    ,26/10/2022,15:04:22,116806.10000000001,559586.62399999995,2.109,0.01,0.01
TR0200026    ,26/10/2022,15:04:23,116807.136,559585.44999999995,2.0870000000000002,0.01,0.01
TR0200027    ,26/10/2022,15:04:24,116808.166,559584.36399999994,2.0510000000000002,0.01,0.01
TR0200028    ,26/10/2022,15:04:25,116809.141,559583.22100000002,2.0230000000000001,0.01,0.01
TR0200029    ,26/10/2022,15:04:26,116810.10000000001,559582.01100000006,1.986,0.01,0.01
TR0200030    ,26/10/2022,15:04:27,116811.05,559580.75600000005,1.909,0.01,0.01
TR0200031    ,26/10/2022,15:04:28,116812.02,559579.50600000005,1.887,0.01,0.01
TR0200032    ,26/10/2022,15:04:29,116812.925,559578.34699999995,1.859,0.01,0.01
TR0200033    ,26/10/2022,15:04:30,116813.842,559577.17299999995,1.827,0.01,0.01
TR0200034    ,26/10/2022,15:04:31,116814.683,559575.96900000004,1.7789999999999999,0.01,0.01
TR0200035    ,26/10/2022,15:04:32,116815.47900000001,559574.772,1.74,0.01,0.01
TR0200036    ,26/10/2022,15:04:33,116816.353,559573.56999999995,1.7070000000000001,0.01,0.01
TR0200037    ,26/10/2022,15:04:34,116817.20299999999,559572.31799999997,1.6359999999999999,0.01,0.01
TR0200038    ,26/10/2022,15:04:35,116818.046,559571.04599999997,1.5860000000000001,0.01,0.01
TR0200039    ,26/10/2022,15:04:36,116818.912,559569.81200000003,1.5529999999999999,0.01,0.01
TR0200040    ,26/10/2022,15:04:37,116819.74000000001,559568.59900000005,1.526,0.01,0.01
TR0200041    ,26/10/2022,15:04:38,116820.52,559567.35900000005,1.4830000000000001,0.01,0.01
TR0200042    ,26/10/2022,15:04:38,116821.338,559566.05900000001,1.405,0.01,0.01
TR0200043    ,26/10/2022,15:04:40,116822.174,559564.82999999996,1.264,0.01,0.01
TR0200044    ,26/10/2022,15:04:41,116822.96000000001,559563.53799999994,1.147,0.01,0.01
TR0200045    ,26/10/2022,15:04:41,116823.802,559562.26300000004,1.0349999999999999,0.01,0.01
TR0200046    ,26/10/2022,15:04:43,116824.63099999999,559560.98100000003,0.94799999999999995,0.01,0.01
TR0200047    ,26/10/2022,15:04:44,116825.549,559559.73800000001,0.89600000000000002,0.01,0.01
TR0200048    ,26/10/2022,15:04:45,116826.35400000001,559558.55799999996,0.84499999999999997,0.01,0.01
TR0200049    ,26/10/2022,15:04:46,116827.192,559557.33100000001,0.80800000000000005,0.01,0.01
TR0200050    ,26/10/2022,15:04:47,116828.003,559556.08999999997,0.74199999999999999,0.01,0.01
TR0200051    ,26/10/2022,15:04:48,116828.863,559554.81499999994,0.67100000000000004,0.01,0.01
TR0200052    ,26/10/2022,15:04:49,116829.678,559553.58400000003,0.65500000000000003,0.01,0.01
TR0200053    ,26/10/2022,15:04:50,116830.557,559552.35600000003,0.627,0.01,0.01
TR0200054    ,26/10/2022,15:04:51,116831.36500000001,559551.16000000003,0.56499999999999995,0.01,0.01
TR0200055    ,26/10/2022,15:04:52,116832.22500000001,559549.92500000005,0.51800000000000002,0.01,0.01
TR0200056    ,26/10/2022,15:04:53,116833.02899999999,559548.75,0.41099999999999998,0.01,0.01
TR0200057    ,26/10/2022,15:04:54,116833.685,559547.52899999998,0.28999999999999998,0.01,0.01
TR0200058    ,26/10/2022,15:04:55,116834.258,559546.29299999995,0.14000000000000001,0.01,0.01
TR0200059    ,26/10/2022,15:04:56,116834.875,559544.98800000001,0.012999999999999999,0.01,0.01
TR0200060    ,26/10/2022,15:04:57,116835.511,559543.76399999997,-0.114,0.01,0.01
TR0200061    ,26/10/2022,15:04:57,116836.208,559542.56000000006,-0.27800000000000002,0.01,0.01
TR0200062    ,26/10/2022,15:04:59,116836.88099999999,559541.28099999996,-0.44600000000000001,0.01,0.01
TR0200063    ,26/10/2022,15:04:60,116837.505,559540.22400000005,-0.60899999999999999,0.01,0.01
TR0200064    ,26/10/2022,15:05:00,116838.14200000001,559539.32499999995,-0.73799999999999999,0.01,0.01
TR0200065    ,26/10/2022,15:05:02,116838.622,559538.40700000001,-0.85599999999999998,0.01,0.01
TR0200066    ,26/10/2022,15:05:03,116839.236,559537.51399999997,-1.05,0.01,0.01
TR0200067    ,26/10/2022,15:05:04,116839.74099999999,559537.06599999999,-1.069,0.01,0.01
TR0200068    ,26/10/2022,15:05:05,116840.185,559536.46699999995,-1.1180000000000001,0.01,0.01
TR0200069    ,26/10/2022,15:05:06,116840.359,559535.99199999997,-1.1379999999999999,0.01,0.01
TR0200070    ,26/10/2022,15:05:07,116840.499,559535.81400000001,-1.1479999999999999,0.01,0.01
TR0200071    ,26/10/2022,15:05:08,116840.836,559535.22900000005,-1.1599999999999999,0.01,0.01
TR0200072    ,26/10/2022,15:05:09,116841.149,559534.652,-1.1779999999999999,0.01,0.01
TR0200073    ,26/10/2022,15:05:10,116841.507,559534.25600000005,-1.1870000000000001,0.01,0.01
TR0200074    ,26/10/2022,15:05:11,116841.719,559533.61800000002,-1.1850000000000001,0.01,0.01
TR0200075    ,26/10/2022,15:05:12,116841.935,559532.88199999998,-1.196,0.01,0.01
TR0200076    ,26/10/2022,15:05:13,116842.287,559532.38,-1.2050000000000001,0.01,0.01
TR0200077    ,26/10/2022,15:05:14,116842.50900000001,559531.64399999997,-1.1970000000000001,0.01,0.01
TR0200078    ,26/10/2022,15:05:15,116842.599,559531.06000000006,-1.2230000000000001,0.01,0.01
TR0200079    ,26/10/2022,15:05:16,116842.723,559530.71799999999,-1.2290000000000001,0.01,0.01
TR0200080    ,26/10/2022,15:05:17,116843.07399999999,559529.86199999996,-1.2030000000000001,0.01,0.01
TR0200081    ,26/10/2022,15:05:18,116843.43399999999,559529.24199999997,-1.1990000000000001,0.01,0.01
TR0200082    ,26/10/2022,15:05:19,116843.736,559528.71100000001,-1.248,0.01,0.01
TR0200083    ,26/10/2022,15:05:19,116844.07799999999,559528.12899999996,-1.258,0.01,0.01
TR0200084    ,26/10/2022,15:05:21,116844.315,559527.67099999997,-1.248,0.01,0.01
TR0200085    ,26/10/2022,15:05:22,116844.417,559526.98800000001,-1.2430000000000001,0.01,0.01
TR0200086    ,26/10/2022,15:05:22,116844.577,559526.40700000001,-1.278,0.01,0.01
TR0200087    ,26/10/2022,15:05:24,116844.88400000001,559525.95900000003,-1.2929999999999999,0.01,0.01
TR0200088    ,26/10/2022,15:05:25,116845.126,559525.37399999995,-1.3169999999999999,0.01,0.01
TR0200089    ,26/10/2022,15:05:26,116845.235,559524.62899999996,-1.2849999999999999,0.01,0.01
TR0200090    ,26/10/2022,15:05:27,116845.255,559524.18900000001,-1.3100000000000001,0.01,0.01
TR0200091    ,26/10/2022,15:05:28,116845.452,559523.505,-1.339,0.01,0.01
TR0200092    ,26/10/2022,15:05:29,116845.55100000001,559523.06000000006,-1.343,0.01,0.01
TR0200093    ,26/10/2022,15:05:30,116845.671,559522.875,-1.339,0.01,0.01
TR0200094    ,26/10/2022,15:05:31,116845.951,559522.17299999995,-1.333,0.01,0.01
TR0200095    ,26/10/2022,15:05:32,116846.185,559521.49600000004,-1.3380000000000001,0.01,0.01
TR0200096    ,26/10/2022,15:05:33,116846.22500000001,559520.98600000003,-1.3480000000000001,0.01,0.01
TR0200097    ,26/10/2022,15:05:34,116846.395,559520.41599999997,-1.361,0.01,0.01
TR0200098    ,26/10/2022,15:05:35,116846.569,559519.60699999996,-1.3600000000000001,0.01,0.01
TR0200099    ,26/10/2022,15:05:36,116846.79700000001,559518.73800000001,-1.3560000000000001,0.01,0.01
TR0200100    ,26/10/2022,15:05:37,116846.98699999999,559518.35600000003,-1.381,0.01,0.01
TR0200101    ,26/10/2022,15:05:38,116847.06600000001,559517.61699999997,-1.357,0.01,0.01
TR0200102    ,26/10/2022,15:05:38,116847.364,559516.78300000005,-1.373,0.01,0.01
TR0200103    ,26/10/2022,15:05:40,116847.598,559516.03899999999,-1.3879999999999999,0.01,0.01
TR0200104    ,26/10/2022,15:05:41,116847.85400000001,559515.24600000004,-1.3879999999999999,0.01,0.01
TR0200105    ,26/10/2022,15:05:41,116848.103,559514.72400000005,-1.421,0.01,0.01
TR0200106    ,26/10/2022,15:05:43,116848.29300000001,559514.09999999998,-1.401,0.01,0.01
TR0100001    ,26/10/2022,15:14:48,117127.49000000001,559884.68700000003,3.2029999999999998,0.01,0.01
TR0100002    ,26/10/2022,15:14:49,117128.246,559883.94400000002,3.0419999999999998,0.01,0.01
TR0100003    ,26/10/2022,15:14:50,117129.17999999999,559882.88,2.8940000000000001,0.01,0.01
TR0100004    ,26/10/2022,15:14:50,117130.125,559881.70700000005,2.8599999999999999,0.01,0.01
TR0100005    ,26/10/2022,15:14:52,117131.083,559880.73499999999,2.8149999999999999,0.01,0.01
TR0100006    ,26/10/2022,15:14:53,117132.11199999999,559879.78700000001,2.706,0.01,0.01
TR0100007    ,26/10/2022,15:14:53,117133.14599999999,559878.755,2.6869999999999998,0.01,0.01
TR0100008    ,26/10/2022,15:14:55,117134.061,559877.76699999999,2.6539999999999999,0.01,0.01
TR0100009    ,26/10/2022,15:14:56,117134.97,559876.79099999997,2.6299999999999999,0.01,0.01
TR0100010    ,26/10/2022,15:14:57,117135.89599999999,559875.73600000003,2.5609999999999999,0.01,0.01
TR0100011    ,26/10/2022,15:14:58,117136.761,559874.64300000004,2.512,0.01,0.01
TR0100012    ,26/10/2022,15:14:59,117137.59600000001,559873.60100000002,2.4620000000000002,0.01,0.01
TR0100013    ,26/10/2022,15:14:60,117138.467,559872.50899999996,2.452,0.01,0.01
TR0100014    ,26/10/2022,15:15:01,117139.35799999999,559871.41500000004,2.4169999999999998,0.01,0.01
TR0100015    ,26/10/2022,15:15:02,117140.231,559870.41299999994,2.3879999999999999,0.01,0.01
TR0100016    ,26/10/2022,15:15:03,117141.132,559869.37300000002,2.3530000000000002,0.01,0.01
TR0100017    ,26/10/2022,15:15:04,117141.90700000001,559868.26599999995,2.3519999999999999,0.01,0.01
TR0100018    ,26/10/2022,15:15:05,117142.648,559867.16700000002,2.3860000000000001,0.01,0.01
TR0100019    ,26/10/2022,15:15:06,117143.43700000001,559866.11600000004,2.4550000000000001,0.01,0.01
TR0100020    ,26/10/2022,15:15:07,117144.179,559865.11399999994,2.3740000000000001,0.01,0.01
TR0100021    ,26/10/2022,15:15:08,117144.90700000001,559864.04799999995,2.2799999999999998,0.01,0.01
TR0100022    ,26/10/2022,15:15:09,117145.72100000001,559862.93200000003,2.1419999999999999,0.01,0.01
TR0100023    ,26/10/2022,15:15:10,117146.56600000001,559861.85100000002,2.089,0.01,0.01
TR0100024    ,26/10/2022,15:15:11,117147.31600000001,559860.82400000002,2.0470000000000002,0.01,0.01
TR0100025    ,26/10/2022,15:15:12,117148.15700000001,559859.82499999995,2.0190000000000001,0.01,0.01
TR0100026    ,26/10/2022,15:15:12,117149.05100000001,559858.89099999995,1.9790000000000001,0.01,0.01
TR0100027    ,26/10/2022,15:15:14,117149.85799999999,559858.00300000003,1.9319999999999999,0.01,0.01
TR0100028    ,26/10/2022,15:15:15,117150.802,559857.098,1.9159999999999999,0.01,0.01
TR0100029    ,26/10/2022,15:15:15,117151.712,559856.14899999998,1.891,0.01,0.01
TR0100030    ,26/10/2022,15:15:17,117152.679,559855.11199999996,1.9179999999999999,0.01,0.01
TR0100031    ,26/10/2022,15:15:18,117153.622,559854.13800000004,1.8480000000000001,0.01,0.01
TR0100032    ,26/10/2022,15:15:19,117154.546,559853.07400000002,1.728,0.01,0.01
TR0100033    ,26/10/2022,15:15:20,117155.375,559851.97699999996,1.609,0.01,0.01
TR0100034    ,26/10/2022,15:15:21,117156.391,559850.79500000004,1.5820000000000001,0.01,0.01
TR0100035    ,26/10/2022,15:15:22,117157.30899999999,559849.71200000006,1.5529999999999999,0.01,0.01
TR0100036    ,26/10/2022,15:15:23,117158.181,559848.58999999997,1.5309999999999999,0.01,0.01
TR0100037    ,26/10/2022,15:15:24,117158.928,559847.60800000001,1.514,0.01,0.01
TR0100038    ,26/10/2022,15:15:25,117159.788,559846.69299999997,1.4450000000000001,0.01,0.01
TR0100039    ,26/10/2022,15:15:26,117160.74400000001,559845.66099999996,1.5,0.01,0.01
TR0100040    ,26/10/2022,15:15:27,117161.584,559844.58200000005,1.7030000000000001,0.01,0.01
TR0100041    ,26/10/2022,15:15:29,117163.516,559842.46900000004,1.651,0.01,0.01
TR0100042    ,26/10/2022,15:15:30,117164.524,559841.30900000001,1.5880000000000001,0.01,0.01
TR0100043    ,26/10/2022,15:15:31,117165.54700000001,559840.11199999996,1.5169999999999999,0.01,0.01
TR0100044    ,26/10/2022,15:15:31,117166.613,559838.93400000001,1.4510000000000001,0.01,0.01
TR0100045    ,26/10/2022,15:15:33,117167.613,559837.72600000002,1.3240000000000001,0.01,0.01
TR0100046    ,26/10/2022,15:15:34,117168.768,559836.53399999999,1.2629999999999999,0.01,0.01
TR0100047    ,26/10/2022,15:15:34,117169.838,559835.35600000003,1.292,0.01,0.01
TR0100048    ,26/10/2022,15:15:36,117170.79399999999,559834.14899999998,1.2969999999999999,0.01,0.01
TR0100049    ,26/10/2022,15:15:37,117171.822,559833.04200000002,1.206,0.01,0.01
TR0100050    ,26/10/2022,15:15:38,117172.944,559831.83499999996,1.1459999999999999,0.01,0.01
TR0100051    ,26/10/2022,15:15:39,117174.058,559830.62399999995,1.0920000000000001,0.01,0.01
TR0100052    ,26/10/2022,15:15:40,117175.118,559829.38300000003,1.056,0.01,0.01
TR0100053    ,26/10/2022,15:15:41,117176.109,559828.13,1.03,0.01,0.01
TR0100054    ,26/10/2022,15:15:42,117177.12,559826.91200000001,0.997,0.01,0.01
TR0100055    ,26/10/2022,15:15:44,117179.254,559824.446,0.89800000000000002,0.01,0.01
TR0100056    ,26/10/2022,15:15:45,117180.327,559823.32299999997,0.83099999999999996,0.01,0.01
TR0100057    ,26/10/2022,15:15:46,117181.429,559822.13,0.76600000000000001,0.01,0.01
TR0100058    ,26/10/2022,15:15:47,117182.48699999999,559820.93400000001,0.70099999999999996,0.01,0.01
TR0100059    ,26/10/2022,15:15:48,117183.486,559819.65000000002,0.72799999999999998,0.01,0.01
TR0100060    ,26/10/2022,15:15:49,117184.57799999999,559818.571,0.67000000000000004,0.01,0.01
TR0100061    ,26/10/2022,15:15:50,117185.736,559817.41200000001,0.55400000000000005,0.01,0.01
TR0100062    ,26/10/2022,15:15:51,117186.745,559816.26800000004,0.44600000000000001,0.01,0.01
TR0100063    ,26/10/2022,15:15:52,117187.558,559815.04599999997,0.32900000000000001,0.01,0.01
TR0100064    ,26/10/2022,15:15:53,117188.466,559813.89899999998,0.19700000000000001,0.01,0.01
TR0100065    ,26/10/2022,15:15:53,117189.436,559812.70799999998,0.043999999999999997,0.01,0.01
TR0100066    ,26/10/2022,15:15:55,117190.379,559811.55099999998,-0.13,0.01,0.01
TR0100067    ,26/10/2022,15:15:56,117191.326,559810.44999999995,-0.308,0.01,0.01
TR0100068    ,26/10/2022,15:15:56,117192.272,559809.424,-0.51000000000000001,0.01,0.01
TR0100069    ,26/10/2022,15:15:58,117193.211,559808.45499999996,-0.68300000000000005,0.01,0.01
TR0100070    ,26/10/2022,15:15:59,117193.962,559807.61499999999,-0.81000000000000005,0.01,0.01
TR0100071    ,26/10/2022,15:15:60,117194.67600000001,559806.86499999999,-0.95799999999999996,0.01,0.01
TR0100072    ,26/10/2022,15:16:01,117195.387,559806.45999999996,-1.0980000000000001,0.01,0.01
TR0100073    ,26/10/2022,15:16:02,117196.023,559806.076,-1.169,0.01,0.01
TR0100074    ,26/10/2022,15:16:03,117196.65700000001,559805.47400000005,-1.216,0.01,0.01
TR0100075    ,26/10/2022,15:16:04,117197.053,559805.05599999998,-1.226,0.01,0.01
TR0100076    ,26/10/2022,15:16:05,117197.41,559804.75300000003,-1.238,0.01,0.01
TR0100077    ,26/10/2022,15:16:06,117197.97900000001,559804.10100000002,-1.2509999999999999,0.01,0.01
TR0100078    ,26/10/2022,15:16:07,117198.49400000001,559803.55900000001,-1.266,0.01,0.01
TR0100079    ,26/10/2022,15:16:08,117198.951,559803.01100000006,-1.2689999999999999,0.01,0.01
TR0100080    ,26/10/2022,15:16:09,117199.379,559802.45900000003,-1.2769999999999999,0.01,0.01
TR0100081    ,26/10/2022,15:16:10,117200.016,559801.78000000003,-1.258,0.01,0.01
TR0100082    ,26/10/2022,15:16:11,117200.644,559801.08799999999,-1.2709999999999999,0.01,0.01
TR0100083    ,26/10/2022,15:16:12,117201.322,559800.58600000001,-1.2809999999999999,0.01,0.01
TR0100084    ,26/10/2022,15:16:12,117201.898,559799.946,-1.2669999999999999,0.01,0.01
TR0100085    ,26/10/2022,15:16:14,117202.507,559799.15000000002,-1.3129999999999999,0.01,0.01
TR0100086    ,26/10/2022,15:16:15,117203.198,559798.59100000001,-1.321,0.01,0.01
TR0100087    ,26/10/2022,15:16:15,117203.727,559798.09100000001,-1.3089999999999999,0.01,0.01
TR0100088    ,26/10/2022,15:16:17,117204.319,559797.49699999997,-1.3080000000000001,0.01,0.01
TR0100089    ,26/10/2022,15:16:18,117204.871,559796.84400000004,-1.3089999999999999,0.01,0.01
TR0100090    ,26/10/2022,15:16:19,117205.59600000001,559796.353,-1.3200000000000001,0.01,0.01
TR0100091    ,26/10/2022,15:16:20,117206.162,559795.84600000002,-1.3280000000000001,0.01,0.01
TR0100092    ,26/10/2022,15:16:21,117206.774,559795.20400000003,-1.3520000000000001,0.01,0.01
TR0100093    ,26/10/2022,15:16:22,117207.50199999999,559794.77899999998,-1.357,0.01,0.01
TR0100094    ,26/10/2022,15:16:23,117208.08,559794.19499999995,-1.3580000000000001,0.01,0.01
TR0100095    ,26/10/2022,15:16:24,117208.65700000001,559793.58600000001,-1.3560000000000001,0.01,0.01
TR0100096    ,26/10/2022,15:16:25,117209.235,559793.09199999995,-1.3859999999999999,0.01,0.01
TR0100097    ,26/10/2022,15:16:26,117209.91800000001,559792.549,-1.3939999999999999,0.01,0.01
TR0100098    ,26/10/2022,15:16:27,117210.41800000001,559792.00100000005,-1.395,0.01,0.01
TR0100099    ,26/10/2022,15:16:28,117210.88400000001,559791.61499999999,-1.4350000000000001,0.01,0.01
TR0100100    ,26/10/2022,15:16:29,117211.446,559790.90899999999,-1.415,0.01,0.01
TR0100101    ,26/10/2022,15:16:30,117211.887,559790.53399999999,-1.417,0.01,0.01
TR0100102    ,26/10/2022,15:16:31,117212.284,559790.04299999995,-1.4179999999999999,0.01,0.01
TR0100103    ,26/10/2022,15:16:32,117212.727,559789.74199999997,-1.4339999999999999,0.01,0.01
TR0100104    ,26/10/2022,15:16:33,117213.334,559789.19400000002,-1.427,0.01,0.01
TR0100105    ,26/10/2022,15:16:34,117213.811,559788.63600000006,-1.4339999999999999,0.01,0.01
TR0100106    ,26/10/2022,15:16:34,117214.182,559788.25899999996,-1.4319999999999999,0.01,0.01
TR0100107    ,26/10/2022,15:16:36,117214.632,559787.76699999999,-1.4359999999999999,0.01,0.01
TR0100108    ,26/10/2022,15:16:37,117215.003,559787.22699999996,-1.4139999999999999,0.01,0.01
TR0100109    ,26/10/2022,15:16:37,117215.45600000001,559786.848,-1.4390000000000001,0.01,0.01
TR0100110    ,26/10/2022,15:16:39,117215.73,559786.31599999999,-1.429,0.01,0.01
TR0100111    ,26/10/2022,15:16:40,117216.162,559785.70999999996,-1.425,0.01,0.01
TR0100112    ,26/10/2022,15:16:41,117216.45699999999,559785.15500000003,-1.417,0.01,0.01
TR0100113    ,26/10/2022,15:16:42,117216.592,559785.34499999997,-1.4690000000000001,0.01,0.01
TR0000001    ,26/10/2022,15:23:04,117357.194,560069.49199999997,0.81599999999999995,0.01,0.01
TR0000002    ,26/10/2022,15:23:05,117357.33100000001,560069.35499999998,0.82099999999999995,0.01,0.01
TR0000003    ,26/10/2022,15:23:05,117358.27800000001,560068.875,0.83999999999999997,0.01,0.01
TR0000004    ,26/10/2022,15:23:07,117359.463,560068.34499999997,0.86299999999999999,0.01,0.01
TR0000005    ,26/10/2022,15:23:08,117360.61500000001,560067.68200000003,0.89400000000000002,0.01,0.01
TR0000006    ,26/10/2022,15:23:09,117361.91,560067.01300000004,0.92800000000000005,0.01,0.01
TR0000007    ,26/10/2022,15:23:10,117363.149,560066.46699999995,0.93300000000000005,0.01,0.01
TR0000008    ,26/10/2022,15:23:11,117364.38,560065.75899999996,0.94999999999999996,0.01,0.01
TR0000009    ,26/10/2022,15:23:12,117365.63400000001,560065.01399999997,0.97899999999999998,0.01,0.01
TR0000010    ,26/10/2022,15:23:13,117366.925,560064.277,0.99099999999999999,0.01,0.01
TR0000011    ,26/10/2022,15:23:14,117368.25599999999,560063.56000000006,0.998,0.01,0.01
TR0000012    ,26/10/2022,15:23:15,117369.50599999999,560062.78599999996,1.0069999999999999,0.01,0.01
TR0000013    ,26/10/2022,15:23:16,117370.66,560061.90899999999,1.02,0.01,0.01
TR0000014    ,26/10/2022,15:23:17,117371.912,560061.20999999996,1.012,0.01,0.01
TR0000015    ,26/10/2022,15:23:18,117373.166,560060.52599999995,1.016,0.01,0.01
TR0000016    ,26/10/2022,15:23:19,117374.22900000001,560059.75399999996,1.0269999999999999,0.01,0.01
TR0000017    ,26/10/2022,15:23:20,117375.413,560059.12800000003,1.0109999999999999,0.01,0.01
TR0000018    ,26/10/2022,15:23:21,117376.63,560058.39899999998,1.0429999999999999,0.01,0.01
TR0000019    ,26/10/2022,15:23:21,117377.75900000001,560057.72900000005,1.0680000000000001,0.01,0.01
TR0000020    ,26/10/2022,15:23:23,117378.954,560057.14000000001,1.0680000000000001,0.01,0.01
TR0000021    ,26/10/2022,15:23:24,117380.02099999999,560056.45499999996,1.075,0.01,0.01
TR0000022    ,26/10/2022,15:23:24,117381.13800000001,560055.84299999999,1.0760000000000001,0.01,0.01
TR0000023    ,26/10/2022,15:23:26,117382.268,560055.15399999998,1.0700000000000001,0.01,0.01
TR0000024    ,26/10/2022,15:23:27,117383.45,560054.451,1.0569999999999999,0.01,0.01
TR0000025    ,26/10/2022,15:23:28,117384.60000000001,560053.74399999995,1.048,0.01,0.01
TR0000026    ,26/10/2022,15:23:29,117385.64599999999,560052.90599999996,1,0.01,0.01
TR0000027    ,26/10/2022,15:23:30,117386.93799999999,560052.02000000002,1.0549999999999999,0.01,0.01
TR0000028    ,26/10/2022,15:23:31,117388.00199999999,560051.21600000001,1.0509999999999999,0.01,0.01
TR0000029    ,26/10/2022,15:23:32,117389.17600000001,560050.47900000005,1.0249999999999999,0.01,0.01
TR0000030    ,26/10/2022,15:23:33,117390.27499999999,560049.64899999998,0.98899999999999999,0.01,0.01
TR0000031    ,26/10/2022,15:23:34,117391.3,560048.74699999997,0.97699999999999998,0.01,0.01
TR0000032    ,26/10/2022,15:23:35,117392.351,560047.87100000004,0.92800000000000005,0.01,0.01
TR0000033    ,26/10/2022,15:23:36,117393.476,560047.02899999998,0.877,0.01,0.01
TR0000034    ,26/10/2022,15:23:37,117394.577,560046.23899999994,0.82799999999999996,0.01,0.01
TR0000035    ,26/10/2022,15:23:38,117395.636,560045.31400000001,0.78400000000000003,0.01,0.01
TR0000036    ,26/10/2022,15:23:39,117396.753,560044.56499999994,0.72499999999999998,0.01,0.01
TR0000037    ,26/10/2022,15:23:40,117397.95699999999,560043.80299999996,0.70699999999999996,0.01,0.01
TR0000038    ,26/10/2022,15:23:41,117399.061,560043.07200000004,0.67900000000000005,0.01,0.01
TR0000039    ,26/10/2022,15:23:42,117400.158,560042.26300000004,0.61899999999999999,0.01,0.01
TR0000040    ,26/10/2022,15:23:43,117401.283,560041.46699999995,0.52500000000000002,0.01,0.01
TR0000041    ,26/10/2022,15:23:43,117402.433,560040.65899999999,0.42399999999999999,0.01,0.01
TR0000042    ,26/10/2022,15:23:45,117403.52,560039.86699999997,0.30299999999999999,0.01,0.01
TR0000043    ,26/10/2022,15:23:46,117404.626,560039.05500000005,0.18099999999999999,0.01,0.01
TR0000044    ,26/10/2022,15:23:46,117405.696,560038.28300000005,0.056000000000000001,0.01,0.01
TR0000045    ,26/10/2022,15:23:48,117406.68799999999,560037.38,-0.076999999999999999,0.01,0.01
TR0000046    ,26/10/2022,15:23:49,117407.67200000001,560036.48199999996,-0.22500000000000001,0.01,0.01
TR0000047    ,26/10/2022,15:23:50,117408.72,560035.77599999995,-0.39000000000000001,0.01,0.01
TR0000048    ,26/10/2022,15:23:51,117409.807,560035.10800000001,-0.54200000000000004,0.01,0.01
