x,y,z
53.024761699999999,4.8247559600000001,0.98699999999999999
53.02294045,4.8213555299999999,0.98599999999999999
53.00930056,4.7958299499999999,0.98599999999999999
53.02639198,4.8269343600000001,0.97999999999999998
53.016175330000003,4.8071369500000003,0.97999999999999998
53.019560949999999,4.8143326000000002,0.97799999999999998
53.011831649999998,4.7990602100000004,0.97399999999999998
53.014451940000001,4.8034652099999997,0.96799999999999997
53.011820389999997,4.7990959399999999,0.749
53.022862869999997,4.8214428399999996,0.73799999999999999
53.024692209999998,4.8248540699999998,0.73399999999999999
53.026338080000002,4.8270800500000002,0.73099999999999998
53.019513119999999,4.8143862400000002,0.72799999999999998
53.016133850000003,4.8071976100000002,0.72699999999999998
53.009290380000003,4.7958612199999999,0.72399999999999998
53.01440521,4.8035418300000003,0.71699999999999997
53.014387169999999,4.8035650600000004,0.5
53.016098769999999,4.80724631,0.499
53.009281510000001,4.7958850899999996,0.49199999999999999
53.011810629999999,4.79912253,0.48799999999999999
53.026309400000002,4.8271586299999996,0.48599999999999999
53.022800420000003,4.8215139100000002,0.48499999999999999
53.024636520000001,4.8249297000000002,0.48199999999999998
53.019458120000003,4.8144443399999997,0.47699999999999998
53.024616690000002,4.82495663,0.23799999999999999
53.026293760000001,4.8272028899999997,0.23499999999999999
53.01180128,4.7991494799999996,0.23499999999999999
53.022777980000001,4.8215343199999996,0.23100000000000001
53.019436689999999,4.8144691000000002,0.22700000000000001
53.009270899999997,4.7959120000000004,0.22700000000000001
53.014365120000001,4.8035945900000003,0.22500000000000001
53.016069399999999,4.8072812999999996,0.214
53.014347579999999,4.8036145599999998,-0.0070000000000000001
53.024601799999999,4.8249812399999996,-0.017999999999999999
53.026280399999997,4.8272401399999998,-0.021000000000000001
53.00926183,4.7959403399999996,-0.021000000000000001
53.016053200000002,4.8073082999999999,-0.023
53.011792700000001,4.7991755899999999,-0.024
53.011783889999997,4.7992025500000004,-0.27900000000000003
53.009084909999999,4.7963852200000003,-0.51200000000000001
