Image name,0 mm,0.063 mm,0.125 mm ,0.180 mm,0.250 mm,0.300 mm,0.355 mm,0.425 mm,0.500 mm,0.710 mm,1 mm,2 mm,4 mm ,8 mm,Description
Loc_1_1.jpg,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,3.2871748831908434,4.9491685850248075,15.987235986265915,38.072373991861923,75.618076740787075,100,Top (34.2 cm)
Loc_1_2.jpg,-1.4210854715202004e-14,-1.4210854715202004e-14,-1.4210854715202004e-14,-1.4210854715202004e-14,-1.4210854715202004e-14,5.1647377821483929,15.114787808310069,17.469426077431521,20.408660698082016,21.837894495785022,30.037639888946472,47.607202570498757,77.961199888682415,100,Top (19.3 cm)
Loc_1_3.jpg,0,0,0,1.3417801150449549,4.2827926977585378,10.330786300961591,16.083033044331785,20.159207194511069,22.7030934973819,23.814190559589122,32.150887320950076,48.325384654110508,78.284573682614976,100,Top (12.6 cm)
Loc_1_4.jpg,-1.4210854715202004e-14,-1.4210854715202004e-14,-1.4210854715202004e-14,0.99929136611794434,4.1608500695738968,10.651260868633585,14.833395176007556,18.833298177234269,20.742213895551458,21.821498622735234,29.662863935718804,46.576814361753804,78.634398855068625,100,Top (10.3 cm)
Loc_1_5.jpg,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.89159355131663176,4.463629273113682,10.399860162738221,16.145790102099383,20.277436010382743,22.456052358243227,23.609375749876875,31.578646980252785,48.275307814337651,77.961058107754184,100,Top (6.35 cm)
Loc_1_6.jpg,-1.4210854715202004e-14,-1.4210854715202004e-14,-1.4210854715202004e-14,-1.4210854715202004e-14,5.3243507624675885,16.16916659023039,26.314753721967293,30.995875187417695,33.874276430609925,35.514471167655998,45.820151755735807,64.123241454775894,86.870641832737476,100,Scraped top (15.7 cm)
Loc_1_7.jpg,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,1.0348002541220183,6.4123056457837748,17.73602905982807,24.961303323404238,30.066795038784406,33.233815014904735,34.946605509488961,44.932989905991974,63.649749048929763,86.470179828757352,100,Scraped top (11.3 cm)
Loc_1_8.jpg,4.2632564145606011e-14,4.2632564145606011e-14,4.2632564145606011e-14,4.2632564145606011e-14,4.2632564145606011e-14,10.766440251885129,15.934808595934939,20.799108140655733,23.799278446412046,25.244875208167798,33.465140251248329,51.155532647701548,80.045291563268592,100,Top auto-hdr (18.4 cm)
Loc_1_9.jpg,-4.2632564145606011e-14,-4.2632564145606011e-14,-4.2632564145606011e-14,1.1905354333891438,6.1726874399036546,11.238182390318926,18.492950707254394,23.06199220199791,25.898611062113034,27.173906772466523,35.883209265785837,53.170464566541796,81.319856659498811,100,Top auto-hdr (9.44 cm)
Loc_1_11.jpg,-1.4210854715202004e-14,-1.4210854715202004e-14,-1.4210854715202004e-14,-1.4210854715202004e-14,-1.4210854715202004e-14,-1.4210854715202004e-14,-1.4210854715202004e-14,-1.4210854715202004e-14,-1.4210854715202004e-14,-1.4210854715202004e-14,11.373991236427699,32.207345262869993,74.773033149904748,100,Top flash (58.6 cm)
Loc_1_12.jpg,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,5.979134835753797,11.818057711695843,17.387495445095695,20.858750659385819,21.989533814184995,31.696043650335582,49.927294120481804,79.526904089556126,100,Top flash (21.9 cm)
Loc_1_13.jpg,0,0,0,1.5976330599054052,4.9679385037659927,11.718662124811829,18.068921082546453,22.542848479782421,25.315422412676213,26.509956671002286,35.277672708612783,51.846841997763619,80.542274521189171,100,Top flash (12.6 cm)
Loc_1_14.jpg,0,0,0,0,4.9997849226876383,11.704885229863009,18.057284193238615,22.53793255252387,25.304792809933701,26.500629063199895,34.615553810188715,51.397609360187282,80.151679465387431,100,Top flash (12.7 cm)
Loc_1_15.jpg,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,1.1318751782989409,5.7842163537083309,12.764660248922809,19.339822882170523,22.417239874161439,25.592906007483677,26.746998768508746,35.128850942293496,51.832941994318261,80.335659547877157,100,Top flash (9.16 cm)
Loc_2_1.jpg,0,0,0,0,0,9.8580085621083242,27.978940912379613,36.137079513612548,40.203575667837569,50.925700010497934,61.384432412646355,85.179954952649922,95.12626312062153,100,Top (21.3 cm)
Loc_2_2.jpg,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,8.6145631220389589,24.179562336236245,38.046126160393875,41.499911809458425,50.720564877453612,61.04253518027879,84.600017631454278,95.049538830873161,100,Top (18.7 cm)
Loc_2_3.jpg,-1.4210854715202004e-14,-1.4210854715202004e-14,-1.4210854715202004e-14,10.225765848846123,26.926872514454459,33.784251611309926,42.821446224294775,53.341353072164104,55.296056366127736,62.932211212891296,69.831406752364742,87.422587534874552,95.65316668507468,100,Top (10.0 cm)
Loc_2_4.jpg,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,11.298565220865115,32.181023643335735,34.825368199860748,46.080086706295837,57.940623656104243,84.197247624196365,95.005575586069511,100,Top (26.0 cm)
Loc_2_5.jpg,0,0,0,16.047603836859707,29.97390511066159,41.625410909165971,51.849289350736839,60.701175177406917,63.924829497731409,71.626924199307368,78.872670771855184,93.408510350278277,97.781875885722854,100,Scraped top (14.2 cm)
