Image name,D5,D10,D16,D25,D30,D50,D75,D84,D90,D95
Loc_1,0.20331301917412128,0.261434744273429,0.32429705885526933,0.41345652428480878,0.47588384674470219,0.666469314814369,1.1211031483544838,1.625292040141344,1.9614179679992509,3.1982603171870583
Loc_2,0.22349451977195794,0.25852612446318185,0.27966643155222803,0.31321055268928372,0.33366686712813404,0.43693666664950725,0.78052958398726091,1.4826776319034629,2.4276441281682049,5.263154465086501
Loc_3,0.18546780029209481,0.2137590448715459,0.24770853836688722,0.28307972347361299,0.3035767326943869,0.5335808415083042,3.066981747124883,6.1210036815437618,8,8
Loc_4,0.24883588492852626,0.28508679208471444,0.33300737789865648,0.40635932005013475,0.46101375305114223,0.889937265300206,1.939939069737715,3.0081153930604785,3.8016407477766609,6.048817952686921
Loc_5,2.0588441651940559,2.2598180509195611,2.500986713790168,2.8627397080960781,3.0637135938215838,3.8676091367236056,6.1609012805965282,7.0568688604311856,7.6541805803209577,8
Loc_6,0.14311678464594224,0.17575987587046493,0.19708972652266682,0.22583593696849097,0.24180605388283771,0.29889831907173531,0.46809219733779461,0.68100718915397662,1.4677189787309377,3.4348333333739904
Loc_7,0.17402283542080976,0.20889586866541282,0.24749533976362265,0.29712458401543873,0.32533134952240106,0.48459642858509266,1.431353646968158,1.8783637590401894,2.6248578940227074,3.5046907098803159
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
