Image name,R1,R2,R3,R5,R7,R8,R9,R10
A,2.7721251104233158,2.957331302714568,3.2910219357546513,3.4859505136953155,2.7301796828399665,2.5263321377916697,2.79786925445435,2.352284464965603
B,2.7084462725027372,2.6629546725703142,2.6547085462022664,2.7802787649019134,2.4988216545610427,2.8145252543816439,2.850688325323592,2.6851231042612791
C,2.5965469824334542,2.5553108469349319,2.8449081269786931,2.7502912107598361,2.4827703870809139,2.8197352284313277,2.8058058130571015,2.4269092970292574
D,2.5050289020249457,2.9281624611849586,0,0,2.616623218211398,2.504342762989709,2.8722745154881606,2.6755053350723847
E,2.8955419001183644,0,0,0,2.4086525569698867,2.6612286096841991,2.8629061234498892,2.3453215345394591
