Image name,Pixel size (mm/pixel),Date/time,Device,Latitude,Longitude,Image height (mm),Image width (mm),Heigth above bed (mm)
20221109_164903.jpg,0.019760213143872114,2022:11:09 16:49:03,SM-A515F,"52°6'8.22636"" N","5°13'34.2192"" E",5.690941385435169,10.117229129662523,7.699508933235816
