Image name,Pixel size (mm/pixel),Date/time,Device,Latitude,Longitude,Image height (mm),Image width (mm),Heigth above bed (mm)
Loc_6_8.JPG,0.0363562091503268,2022:10:20 14:17:13,Canon EOS 1100D,None,None,103.54248366013073,155.31372549019608,107.27374433256787
Loc_6_7.JPG,0.023822269807280517,2022:10:20 14:17:08,Canon EOS 1100D,None,None,67.8458244111349,101.76873661670237,100.85190115168702
Loc_6_6.JPG,0.02361995753715499,2022:10:20 14:17:07,Canon EOS 1100D,None,None,67.26963906581743,100.90445859872612,99.995409422161
Loc_6_5.JPG,0.022704081632653063,2022:10:20 14:17:06,Canon EOS 1100D,None,None,64.66122448979593,96.99183673469388,96.11803640375072
Loc_6_4.JPG,0.02382226980728052,2022:10:20 14:17:05,Canon EOS 1100D,None,None,67.8458244111349,101.76873661670237,100.85190115168702
Loc_6_3.JPG,0.022985537190082644,2022:10:20 14:17:04,Canon EOS 1100D,None,None,65.46280991735537,98.19421487603306,97.30958230958231
Loc_6_2.JPG,0.02308091286307054,2022:10:20 14:17:02,Canon EOS 1100D,None,None,65.7344398340249,98.60165975103737,97.713356510037
Loc_6_1.JPG,0.023720682302771856,2022:10:20 14:16:55,Canon EOS 1100D,None,None,67.55650319829425,101.33475479744136,100.4218290785455
Loc_5_8.JPG,0.032914201183431954,2022:10:20 14:14:34,Canon EOS 1100D,None,None,93.7396449704142,140.6094674556213,105.56266325497096
Loc_5_7.JPG,0.019586267605633804,2022:10:20 14:14:30,Canon EOS 1100D,None,None,55.78169014084507,83.6725352112676,105.5329272934907
Loc_5_6.JPG,0.01962081128747796,2022:10:20 14:14:27,Canon EOS 1100D,None,None,55.88007054673722,83.82010582010581,105.71905238571905
Loc_5_5.JPG,0.01914802065404475,2022:10:20 14:14:26,Canon EOS 1100D,None,None,54.53356282271945,81.80034423407919,103.17160534028005
Loc_5_4.JPG,0.019551845342706504,2022:10:20 14:14:25,Canon EOS 1100D,None,None,55.68365553602812,83.52548330404218,105.34745641951271
Loc_5_3.JPG,0.0194493006993007,2022:10:20 14:14:24,Canon EOS 1100D,None,None,55.39160839160839,83.0874125874126,104.79493479493479
Loc_5_2.JPG,0.0194153577661431,2022:10:20 14:14:20,Canon EOS 1100D,None,None,55.29493891797557,82.94240837696334,104.61204660157541
Loc_5_1.JPG,0.018666107382550336,2022:10:20 14:14:13,Canon EOS 1100D,None,None,53.16107382550336,79.74161073825503,100.57500453473608
Loc_4_8.JPG,0.028307888040712468,2022:10:20 14:11:44,Canon EOS 1100D,None,None,80.62086513994909,120.93129770992368,108.94711505398529
Loc_4_7.JPG,0.019937275985663083,2022:10:20 14:11:27,Canon EOS 1100D,None,None,56.78136200716847,85.17204301075269,117.65507442926798
Loc_4_6.JPG,0.019795373665480426,2022:10:20 14:11:26,Canon EOS 1100D,None,None,56.37722419928826,84.56583629893237,116.81767176429096
Loc_4_5.JPG,0.019866071428571427,2022:10:20 14:11:25,Canon EOS 1100D,None,None,56.57857142857142,84.86785714285712,117.23487773487771
Loc_4_4.JPG,0.01962081128747796,2022:10:20 14:11:23,Canon EOS 1100D,None,None,55.88007054673722,83.82010582010581,115.78753356531134
Loc_4_3.JPG,0.018207855973813417,2022:10:20 14:11:22,Canon EOS 1100D,None,None,51.85597381342063,77.78396072013093,107.44931510888958
Loc_4_2.JPG,0.01857262103505844,2022:10:20 14:11:21,Canon EOS 1100D,None,None,52.894824707846404,79.34223706176961,109.60188903427635
Loc_4_1.JPG,0.01895229982964225,2022:10:20 14:11:19,Canon EOS 1100D,None,None,53.97614991482113,80.9642248722317,111.84247279647622
