Image name,0 mm,0.063 mm,0.125 mm ,0.180 mm,0.250 mm,0.300 mm,0.355 mm,0.425 mm,0.500 mm,0.710 mm,1 mm,2 mm,4 mm ,8 mm,Description
Loc_6_1.jpg,0,0,0,4.8210678044877397,19.24473074621757,32.610784959437126,44.142967667978773,53.73015845893277,61.218867389417852,73.327552049987816,80.282630793028659,91.59276578693121,97.029573839972997,100,Ripple (6.79 cm)
Loc_6_2.jpg,0,0,0,5.431335703932632,20.53874090050823,32.786110368400131,48.845801261731488,59.455534129233783,66.209716644473303,78.755840298007371,85.360147059939692,95.155194406789221,98.482706872722332,100,Ripple (17.3 cm)
Loc_6_3.jpg,0,0,0,0,0,0,0,0,17.00188347844292,51.207603154008893,65.190640030316885,89.447200336729779,97.391792320812328,100,Ripple (42.9 cm)
Loc_6_4.jpg,0,0,0,4.1228597873283803,23.761382091228782,38.539694656424402,52.543325514474695,61.620718740085934,69.301795914721879,80.851706465411439,87.059867657811523,95.661929735599728,98.593931118698166,100,Flat (10.1 cm)
Loc_6_5.jpg,0,0,0.67951889685392075,4.9801225837965148,18.636392074902631,33.490973605237372,43.185958991733003,52.871793814464219,60.181183892652662,71.174108441511777,77.700159527936421,88.662370095561613,95.703215419885112,100,Flat (5.88 cm)
Loc_6_6.jpg,0,0,0.69262458314199193,5.0906322182383406,16.5978317015919,35.210107524038477,44.915805926790235,54.536211935047504,60.691456104212136,72.074042121938987,78.191666951049456,88.860460213957765,95.804149322859672,100,Flat + Shade (5.88 cm)
Loc_6_7.jpg,0,0,0,3.7842292809809521,16.308569866649123,31.488442658248744,44.99675111124801,54.306861034005195,60.638296080464897,74.311107657843507,82.034082689312356,93.678087080677855,98.081012550584731,100,Scraped top (5.91 cm)
Loc_6_8.jpg,0,0,0,0,0,19.151827202778847,32.650629764879739,42.155231552197222,54.993415003485509,71.809063644906303,82.051562237364422,95.094371397787569,98.759326672146656,100,Scraped top (8.35 cm)
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
