Image name,Pixel size (mm/pixel),Date/time,Device,Latitude,Longitude,Image height (mm),Image width (mm),Heigth above bed (mm)
R1_E2.jpg,0.02642517814726841,2022:10:26 16:47:47,SM-A515F,"53°1'35.03956"" N","4°49'38.11244"" E",7.6104513064133021,13.529691211401426,10.296492943970938
R1_E1.jpg,0.027537128712871287,2022:10:26 16:47:46,SM-A515F,"53°1'34.48956"" N","4°49'38.4006"" E",7.9306930693069315,14.099009900990099,10.72976121141526
R1_D2.jpg,0.029587765957446808,2022:10:26 16:46:11,SM-A515F,"53°1'34.48947"" N","4°49'38.40061"" E",8.5212765957446805,15.148936170212766,11.528785982478096
R1_D1.jpg,0.030902777777777782,2022:10:26 16:46:11,SM-A515F,"53°1'34.48947"" N","4°49'38.40061"" E",8.9000000000000004,15.822222222222226,12.041176470588233
R1_C3.jpg,0.027334152334152331,2022:10:26 16:44:55,SM-A515F,"53°1'34.76421"" N","4°49'37.88945"" E",7.8722358722358718,13.995085995085995,10.650672062436767
R1_C2.jpg,0.02642517814726841,2022:10:26 16:44:54,SM-A515F,"53°1'34.76421"" N","4°49'37.88945"" E",7.6104513064133021,13.529691211401428,10.296492943970938
R1_C1.jpg,0.02642517814726841,2022:10:26 16:44:52,SM-A515F,"53°1'34.76421"" N","4°49'37.88945"" E",7.6104513064133021,13.529691211401428,10.296492943970938
R1_B3.jpg,0.026937046004842608,2022:10:26 16:43:21,SM-A515F,"53°1'34.62813"" N","4°49'37.38432"" E",7.7578692493946733,13.791767554479421,10.495940749181027
R1_B2.jpg,0.027267156862745098,2022:10:26 16:43:19,SM-A515F,"53°1'34.62813"" N","4°49'37.38432"" E",7.8529411764705888,13.96078431372549,10.624567474048442
R1_B1.jpg,0.029276315789473682,2022:10:26 16:43:18,SM-A515F,"53°1'34.62813"" N","4°49'37.38432"" E",8.431578947368422,14.989473684210527,11.407430340557275
R1_A3.jpg,0.029046997389033945,2022:10:26 16:40:24,SM-A515F,"53°1'35.42851"" N","4°49'37.74732"" E",8.3655352480417751,14.872062663185375,11.318077100291813
R1_A2.jpg,0.02950928381962865,2022:10:26 16:40:23,SM-A515F,"53°1'35.42851"" N","4°49'37.74732"" E",8.4986737400530501,15.108753315649867,11.498205648307069
R1_A1.jpg,0.029905913978494625,2022:10:26 16:40:22,SM-A515F,"53°1'35.42851"" N","4°49'37.74732"" E",8.612903225806452,15.311827956989248,11.652751423149905
R2_D2.jpg,0.023720682302771856,2022:10:26 16:59:34,SM-A515F,"53°1'33.73857"" N","4°49'36.42898"" E",6.8315565031982945,12.14498933901919,9.2426940925623988
R2_D1.jpg,0.023619957537154991,2022:10:26 16:59:33,SM-A515F,"53°1'33.73857"" N","4°49'36.42898"" E",6.8025477707006372,12.093418259023357,9.2034469838890978
R2_C2.jpg,0.025226757369614508,2022:10:26 16:58:21,SM-A515F,"53°1'33.86787"" N","4°49'36.51166"" E",7.2653061224489788,12.916099773242633,9.8295318127250866
R2_C1.jpg,0.024290393013100441,2022:10:26 16:58:17,SM-A515F,"53°1'33.86787"" N","4°49'36.51166"" E",6.9956331877729259,12.436681222707426,9.4646801952221935
R2_B2.jpg,0.022565922920892496,2022:10:26 16:56:36,SM-A515F,"53°1'33.9326"" N","4°49'36.68336"" E",6.4989858012170387,11.553752535496958,8.7927454957642279
R2_B1.jpg,0.021813725490196081,2022:10:26 16:56:35,SM-A515F,"53°1'33.9326"" N","4°49'36.68336"" E",6.2823529411764714,11.168627450980392,8.4996539792387527
R2_A2.jpg,0.024184782608695651,2022:10:26 16:53:27,SM-A515F,"53°1'33.69195"" N","4°49'35.79954"" E",6.9652173913043471,12.382608695652172,9.4235294117647026
R2_A1.jpg,0.023177083333333331,2022:10:26 16:53:26,SM-A515F,"53°1'33.69195"" N","4°49'35.79954"" E",6.6750000000000025,11.866666666666667,9.030882352941175
R3_C2.jpg,0.020833333333333332,2022:10:26 17:12:20,SM-A515F,"53°1'22.15897"" N","4°49'17.33283"" E",6,10.666666666666666,8.117647058823529
R3_C1.jpg,0.020525830258302586,2022:10:26 17:12:18,SM-A515F,"53°1'22.15897"" N","4°49'17.33283"" E",5.9114391143911424,10.509225092250922,7.997829390058607
R3_B1.jpg,0.027537128712871287,2022:10:26 17:10:46,SM-A515F,"53°1'22.25251"" N","4°49'17.11557"" E",7.9306930693069315,14.099009900990099,10.72976121141526
R3_A2.jpg,0.028746770025839793,2022:10:26 17:08:13,SM-A515F,"53°1'22.2581"" N","4°49'16.88805"" E",8.279069767441861,14.718346253229976,11.201094391244867
R3_A1.jpg,0.028672680412371133,2022:10:26 17:08:12,SM-A515F,"53°1'22.2581"" N","4°49'16.88805"" E",8.2577319587628857,14.680412371134016,11.172225591267431
R5_C2.jpg,0.025341685649202732,2022:10:26 17:29:12,SM-A515F,"53°1'9.97029"" N","4°48'52.12687"" E",7.2984054669703866,12.974943052391799,9.8743132788422869
R5_C1.jpg,0.025752314814814811,2022:10:26 17:29:11,SM-A515F,"53°1'9.97029"" N","4°48'52.12687"" E",7.4166666666666679,13.185185185185185,10.034313725490195
R5_B2.jpg,0.026871980676328504,2022:10:26 17:27:39,SM-A515F,"53°1'10.31308"" N","4°48'51.74546"" E",7.7391304347826075,13.758454106280196,10.470588235294116
R5_B1.jpg,0.025056306306306311,2022:10:26 17:27:38,SM-A515F,"53°1'10.31308"" N","4°48'51.74546"" E",7.2162162162162176,12.828828828828833,9.7631160572337023
