Image name,D5,D10,D16,D25,D30,D50,D75,D84,D90,D95
Location_2,0.25230930064624002,0.28375066719500652,0.32281009419225093,0.39689395259279592,0.43570117855067408,0.66190770994839698,1.6165593885003338,2.2272833351873507,3.2148311601484472,4.2355781128109884
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,


,,,,,,,,,,
