Image name,D5,D10,D16,D25,D30,D50,D75,D84,D90,D95
Line_2_1.jpg,0.18802044905614032,0.21193148409505003,0.24062472614174171,0.27692263256406546,0.29604504057948283,0.43476470991064003,0.89296322186728283,1.4415685448612479,1.8834678941050302,3.1556414255511571,
Line_2_2.jpg,0.17945461713173619,0.21069924043420807,0.24791101849604474,0.27160453583644106,0.28407371600007902,0.38249884935096556,0.69601376539978133,1.0867676058935745,1.6439088733321916,2.5584118029635867,
Line_2_3.jpg,0.19655132753697185,0.23154811635450365,0.26321529992945203,0.29857370174919107,0.32888417184016533,0.49888318391957998,1.1690880659716116,1.74173880373631,2.4616403096636312,3.6507806695616587,
Line_2_4.jpg,0.19796193300578577,0.23399225364434836,0.2649775665687043,0.30101320593229453,0.33181633223448953,0.49745293307053728,1.2085164054543174,1.7494283990018227,2.4228185052064397,3.5775253495656338,
Line_2_5.jpg,0.20407539770411548,0.22815079540823097,0.25406287990687815,0.27906799161329932,0.29295972033908879,0.40081655308739433,0.72864447562225143,1.1995266266548406,1.7037734944681815,2.6474909549562735,
Line_2_6.jpg,0.21341216434565272,0.24682432869130544,0.29088848410020374,0.34483783346686547,0.37710776778186283,0.60495778077675844,1.5853050845238656,2.2639048273418503,3.2247488894629726,4.1232323437654985,
Line_2_7.jpg,0.19896059300988167,0.23655925256715588,0.26781333927296586,0.30933889361715439,0.34297293216797103,0.53102742680615433,1.4667754764246248,2.093949400885776,3.181909286745829,4.3558869829372684,
Line_2_8.jpg,0.200994548173307,0.24044974674289274,0.27083856906113457,0.31549943004727754,0.34923403204711451,0.56425151551216368,1.4154759100142034,1.9223404383245097,2.8673627557668175,3.8058518257496354,
Line_2_9.jpg,0.20413571731490873,0.24671091121790228,0.26757228375913777,0.29574437315159652,0.32638879594062059,0.53424522135827279,1.3619210027340929,1.8944794855648639,2.8115269314720379,3.7737926913911526,
Line_2_10.jpg,0.19630099214143226,0.22680216416860371,0.25999859525667046,0.30149209820482403,0.33709154273746267,0.52825233180021014,1.4113190150327921,1.9681374955028423,3.0177199224121365,3.9454503356414321,
Line_2_11.jpg,0.20198882614383412,0.24255136659829304,0.27301417989335125,0.31436729409682501,0.33798857308168556,0.53741226273724896,1.4200465561184787,1.9577799440695935,2.9708273789610309,3.8878500386924379,
Line_2_12.jpg,0.19993493952789768,0.23895946331817228,0.27050733749887818,0.31728037245306073,0.35319962276584033,0.60515534792697767,1.6909063720815136,2.5727428392045915,3.4712413998036045,4.9083569470029209,
Line_2_14.jpg,0.20041686557121666,0.25010256739921533,0.28021138305600968,0.32983119129030536,0.36262658817084148,0.65021664023316939,1.7762286014236297,2.6729085777222061,3.4922945874986233,4.8164518888111099,
Line_2_15.jpg,0.19654915176360163,0.24214306684141385,0.27342879851774793,0.32278008099966787,0.35893768482708471,0.61201539978322905,1.6510438627124895,2.4298151886652759,3.3395826907872119,4.4567198532517249,
Line_2_16.jpg,0.19346993681317806,0.23628821788183257,0.27156598911777113,0.31662418263974235,0.34259718466976985,0.58863379992869702,1.6478730884270005,2.4930049258153684,3.4174880903593072,4.7842722674296683,
Line_2_17.jpg,0.19731829083759203,0.23239988553230054,0.26547640182648802,0.30849646790255192,0.34356755011542367,0.57987111452802376,1.5611723527164139,2.2138107749434974,3.1842948837676026,3.9930316411210232,
Line_2_18.jpg,0.19625257644290564,0.25157760849650801,0.27740401027856459,0.31688372969529244,0.33939242441335382,0.57531594231429961,1.5385671399847216,2.1739598412776213,3.1625563728797292,3.9863868158814855,
Line_2_19.jpg,0.20413784968058016,0.24280775463622839,0.27956895138890842,0.33361510547243661,0.37125189909044037,0.67189332289431003,1.8825919455699542,2.9128015281234769,3.7022152051839479,5.4149063178815942,
Line_2_20.jpg,0.19563646991945322,0.24061620832636316,0.27226269763393629,0.31497818172582359,0.34149604260342098,0.56389645300919666,1.5061590127358926,2.0857949864617229,3.0817175360616282,3.9116529940615496,
Line_2_21.jpg,0.19845390733618451,0.24604247064285475,0.27013507712154949,0.30614297123179834,0.34895920593162127,0.56701437179718439,1.5469678823259625,2.2543944597349959,3.2731838557986679,4.5032095284107445,
Line_2_22.jpg,0.19712991213850353,0.22912251375559087,0.26348075657675279,0.30832855281223909,0.33459963955154676,0.5190285339525873,1.3868137822600994,1.9748873380791525,3.0828230058436179,4.185675691761638,
Line_2_23.jpg,0.19458400962073411,0.22664478464397056,0.25947199522117537,0.29562978268562445,0.32469234565982297,0.49649736842805697,1.2309924286111569,1.7946988676320279,2.6108460451665225,3.7328123747038155,
Line_2_24.jpg,0.20073092963590955,0.24806634546852241,0.2761379211349882,0.31928770014971214,0.34528969030913798,0.56283538349749851,1.4540251356339833,1.9898552913587944,3.0376051852439101,3.9275497456713939,
Line_2_25.jpg,0.19695562491186008,0.23616425092376858,0.26715098561206307,0.30433819525152561,0.32877666737333783,0.52457183434612253,1.453633680520876,2.0909356230962999,3.167564990152544,4.2692710150804745,
Line_2_26.jpg,0.19481493810777062,0.23902591934184872,0.26644944252831693,0.29755854157550332,0.324176500538782,0.52966891463963406,1.5141809457866264,2.2786501078018988,3.3265911403287944,4.7449976593777974,
Line_2_27.jpg,0.18697717636297884,0.21858671099254362,0.25430953336387624,0.29192758810843927,0.31550829467555419,0.45843582286624357,1.1596412138383303,1.7918232396889373,2.7103108170108805,3.8800045504903462,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
