Image name,5 Percentile,10 Percentile,16 Percentile,25 Percentile,30 Percentile,50 Percentile,75 Percentile,84 Percentile,90 Percentile,95 Percentile,Description
Loc_1_1.jpg,0.11366717582869176,0.22890052585033357,0.3453626708035667,0.50513797299003971,0.5934117245515701,0.97458441758374981,1.6716333640320848,2.1396196558188532,2.6958345211183543,3.5355467708916466,Top (34.2 cm)
Loc_1_2.jpg,0.13660660765323882,0.23190035053651251,0.33746572373373429,0.49569052212861764,0.58612162181446192,0.98805292856478133,1.7423935502266887,2.2672500890691816,2.8763610304456071,3.7070880247579137,Top (19.3 cm)
Loc_1_3.jpg,0.15069328787100436,0.24565685076410618,0.35597723561745509,0.52229476345336867,0.617360624505364,1.0346040469845825,1.8153387546239605,2.3374342228921168,2.9406952005747575,3.7370476958498196,Top (12.6 cm)
Loc_1_4.jpg,0.16663090918922649,0.27609732497691125,0.40054466783800696,0.58080748140282101,0.68010086302417172,1.0999714274989034,1.8469517650097125,2.336936891519231,2.9078179390374914,3.6866864750240795,Top (10.3 cm)
Loc_1_5.jpg,0.1619007299678166,0.26187273187199528,0.37520286786123852,0.54164179806412127,0.63551603772379106,1.0432269870198074,1.7816048378468798,2.2808180965582991,2.8724913692248815,3.7063336156803333,Top (6.35 cm)
Loc_1_6.jpg,0.12517696859983818,0.20348587466191537,0.29304524134091414,0.4314791714407934,0.51136625561713056,0.8568960903960392,1.4731920034764321,1.8862532408688764,2.3857573091640463,3.2097992148041063,Scraped top (15.7 cm)
Loc_1_7.jpg,0.14482681205178091,0.22710723234978852,0.31862736482961035,0.45537888208684613,0.53300255210037495,0.86946022622384433,1.4664898597259299,1.8714890501228789,2.375699803430686,3.2236720462193991,Scraped top (11.3 cm)
Loc_1_8.jpg,0.13440374057899612,0.22335516583675713,0.3223656594467334,0.47161917145850735,0.55797235186436789,0.94057282073498683,1.6591844680599594,2.1550800166905839,2.742563628918401,3.5785449029379537,Top auto-hdr (18.4 cm)
Loc_1_9.jpg,0.14391791648702154,0.23426971118400855,0.3399102604847839,0.49879463824178516,0.58947954406407277,0.98330281847287171,1.7100312311340191,2.1918134222805077,2.7742412685612052,3.6292225260803623,Top auto-hdr (9.44 cm)
Loc_1_11.jpg,0.070212137360263174,0.23132436016888183,0.38738912589530489,0.58822537209210168,0.6927337978519208,1.1172966655002394,1.8445494621778138,2.3279463024050524,2.8963220336343616,3.6941499024516262,Top flash (58.6 cm)
Loc_1_12.jpg,0.14218952226368553,0.23793934110271134,0.3418095657596224,0.49589013746955035,0.58389901320050019,0.9716701462083116,1.6891286457991888,2.1790369839892927,2.7634666178659266,3.6088658010187675,Top flash (21.9 cm)
Loc_1_13.jpg,0.13702874470760101,0.22366151917131238,0.32716673145531505,0.48544371793238766,0.57651051802448527,0.98223649218848919,1.7406504973501586,2.2484652574146962,2.839342996775394,3.6561664946952162,Top flash (12.6 cm)
Loc_1_14.jpg,0.13913369796386829,0.2273518619689103,0.33217783841715515,0.49224229431515659,0.58433610413761006,0.99136640076023463,1.7496557930517596,2.2602101691898531,2.8621981926866651,3.6902677037379821,Top flash (12.7 cm)
Loc_1_15.jpg,0.14148532075661688,0.23136109798117585,0.33938495587365791,0.50492659448598376,0.59919925419858211,1.0117700718440206,1.7738766782870494,2.2764220588983348,2.8738499090194578,3.7175544750621556,Top flash (9.16 cm)
Location_1_4.jpg,0.19693987170544208,0.31785415889243079,0.44602460121010579,0.62511267303191165,0.7232828639189266,1.1381940953038368,1.8740479565590002,2.3781310046241684,2.9543958844959963,3.727846921812521,Dried
