Image name,R1,R2,R3,R5,R7,R8,R9,R10
A,0.65818162390802459,0.65024576542429668,0.68865627427878828,0.69340992681285119,0.6489235917818158,0.65055463765452781,0.64525439571107557,0.6434241792981763
B,0.64779896261200209,0.67946870113597457,0.64302766630788133,0.67387626642955722,0.64377241369141258,0.64553755584998918,0.6526364439355421,0.65635786401371143
C,0.63708944249655797,0.66560438784832598,0.66362023293826333,0.66263175830393495,0.64013341827126946,0.64741564598426504,0.65888427430802798,0.65089061779051816
D,0.64315814204730803,0.64915274618123664,0,0,0.65072634974798582,0.64536804470028553,0.64175597124286776,0.65134324305101854
E,0.67841617924500386,0,0,0,0.63586774297029791,0.65612973826502607,0.65012449717139209,0.64961835643400834
