Image name,0 mm,0.063 mm,0.125 mm,0.180 mm,0.250 mm,0.300 mm,0.355 mm,0.425 mm,0.500 mm,0.710 mm,1 mm,2 mm,4 mm,8 mm
T19_01.jpg T=90,0.0,7.102609017045311,7.464277652040361,6.8612015493741465,4.019074308849542,5.195593066797659,4.218395469017919,3.2262714190200104,6.458188509229543,4.728413934165633,20.63423594270205,20.740209932804532,8.634155109294207,0.7173740896590974
T06_11.jpg T=90,0.2475596230060881,1.2011273651572545,1.9080541706327099,3.6724561192319967,3.6855992828539974,4.486358280928572,6.865508587417724,6.954480803167718,13.923903768147008,6.572431090483699,17.32852666289996,22.163118036768413,10.269730701556078,0.7211455077487857
T19_07.jpg T=90,1.8097318028869798,6.249786721996589,6.465849072805607,7.8007318258493425,3.3938112705145462,4.387725507284031,4.7490020762461365,3.644762553827457,6.096372573203692,4.720042136553997,22.173187940666004,19.64738563643403,7.860548381074499,1.001062500657097
T18_08.jpg T=90,1.400322083068018,6.694703791453322,5.195221827678764,8.105295938924275,4.371823559020635,3.860698287090988,4.270826920911572,4.086374988354966,6.385448341817208,4.854290099992094,20.774876147414158,20.747559344833352,8.586354571588101,0.6662040978525439
T25_05.jpg T=90,1.5831508788615511,7.523631261296981,5.757063725729988,7.027302498269258,3.1245763879921316,4.0799932608106335,4.4639319095790855,4.302051788199104,5.958296535832628,5.344127191564094,22.250843176877193,20.558343587863494,7.296021810754797,0.7306659863690604
T11_03.jpg T=90,1.2711586744139147,4.620108436196759,5.346784012215767,5.522786995239116,5.361215823960758,5.0044006732452955,4.3527622917279984,4.623969801987639,7.472070069935963,5.42556718683957,19.239936667094078,21.120722753943962,9.821636901464457,0.8168797117347132
T19_03.jpg T=90,1.3573878845164915,6.616272912253039,5.3495160111126845,8.542262782209715,4.639148557482222,4.081047761490007,4.438783569235898,4.145736926024238,5.766381292026413,4.627119357699626,18.80179584564727,19.844532727852236,11.034477259923156,0.7555371125270359
T08_05.jpg T=90,0.9402436147440456,4.9465256422799015,4.599512391360955,6.7400459797938845,5.099781796011562,4.802261218344968,5.557138684567908,4.334066206686918,7.246715144106454,4.984349977373529,19.331857085218974,21.216845502547155,9.258663164599481,0.9419935923642648
T12_06.jpg T=90,1.435576477190447,5.036535494403507,3.806507917662179,7.7713373830029715,3.7152696236793017,5.1003208584614415,4.385171334834813,4.6646146487035445,7.19136676501954,5.7548529806331965,22.17113077231859,20.58695671469829,7.710881596524953,0.6694774328672186
T25_03.jpg T=90,0.8792013047932132,3.6065011269610494,4.746302713071671,6.982474380206997,5.3397246778647425,5.088833186744728,5.962358096734903,4.6629362385690145,7.6206068565375125,4.633482480915212,20.20424925745284,21.163268336859765,8.181659579640094,0.9284017636482548
T01_11.jpg T=90,0.0,3.8396876746275024,4.964563012081653,5.6863787049066925,4.031113992985098,6.004404295433841,5.502865626934012,4.551150776569832,8.898803815917214,5.470927314197338,20.569569626844068,22.19512796755279,7.574441848300988,0.7109653436489903
T07_05.jpg T=90,1.7682413564898918,6.290849100606422,6.436395404595261,7.854306352993944,5.0874241315337265,4.2871310299719685,4.5620673609940265,3.387674827051689,5.332239535283388,4.205718832665986,21.646944793806888,19.63246161212939,8.309353943096973,1.1991917187804502
T14_01.jpg T=90,1.6712574299704506,5.8735635427614685,4.431658786610439,8.599154532010681,3.931210735190626,5.207602305231717,4.286515345099338,4.359258466979595,6.351604728827814,4.763542642128532,21.508154821343567,20.463826293002825,7.689104277872794,0.8635460929701484
T20_01.jpg T=90,1.917173276803996,6.5997031766434855,6.8521336454230966,6.243098856661706,5.467795805418562,3.1319967611678226,5.040505786721835,3.7839273520373213,5.663716811775124,4.732496710801029,21.018771080644232,20.24564497308304,8.369512455799134,0.9335233070196116
T24_08.jpg T=90,0.15461328784317707,0.6653001438452092,0.6131206249919845,1.4015479569846705,0.7755982913245728,1.3512305427398346,1.7849901997464759,3.617735946931878,17.63657015449094,20.42477836096684,16.47305237372983,22.738081156032823,11.325059755073344,1.0383212052984394
T08_02.jpg T=90,1.6880258188476334,5.901209483477707,6.5161862124301075,6.245686952072017,5.636685992451303,3.2968391973092186,5.3497466446655215,4.012990239695571,5.840604030400836,4.7536358233528775,20.859206586317814,19.59592298874159,9.418766135134156,0.8844938951036413
