Image name,8 mm,4 mm,2 mm ,1 mm,0.710 mm,0.500 mm,0.425 mm,0.355 mm,0.300 mm,0.250 mm,0.180 mm,0.125 mm,0.063 mm
Loc_1_15.jpg,100.00000000000004,96.326081562013982,79.641517047483475,49.487532056505842,35.72835770440782,24.736036094710585,20.690975988932067,16.861719288174079,13.817132847624169,11.03797652641768,7.1368685405845191,4.100942377924099,0.8948321896521928
Loc_1_14.jpg,100.00000000000003,96.454815609296773,80.02650758449073,50.375822014698336,36.576512531186523,25.427204629779617,21.258202521299783,17.301911104643029,14.157111925254334,11.298927225273207,7.2900341278471341,4.241998735274259,1.1534620502645339
Loc_1_13.jpg,100.00000000000003,96.584767348261906,80.193751555547266,50.775371078530007,37.017745430115959,25.810361621307067,21.594152984996651,17.600002693588852,14.428906583254793,11.532233819484592,7.4535306658601694,4.3379657585713547,1.1655604637188244
Loc_1_12.jpg,99.999999999999972,96.716642102282236,81.282534195619476,51.30169210487788,36.913110636871565,25.236700130689044,20.872025713999903,16.774824136065195,13.557481711166147,10.68490820364668,6.8926428588444555,4.2069993305563553,1.5650147966348484
Loc_1_11.jpg,100,96.449780459012089,78.427179712272419,44.712684077207385,30.836642442007349,20.910703704299287,17.561295046826778,14.683667044647244,12.448401069326959,10.663613001565412,8.1762598927229604,6.5849808059622168,4.7913570906064198
Loc_1_9.jpg,99.999999999999972,96.658724063575576,80.97705071114369,50.759471863812003,36.454597400016482,25.067320413032139,20.846556394467349,16.862617695465808,13.721720585515742,10.886774635543123,6.9698713675730177,3.9869094934058755,0.88077389927709682
Loc_1_8.jpg,100,96.843301571235955,81.710206093732594,52.715134440502496,38.390682083525199,26.661805505072433,22.230438397788518,17.995290727370975,14.635034264996879,11.59524216785497,7.4869383587778353,4.5297137688327291,1.6352264666419567
Loc_1_7.jpg,100.00000000000009,97.759759259852515,85.931769541473784,56.768734896127157,40.929083059676827,27.88700717223135,23.01712300675673,18.407649167116087,14.768728276489576,11.479280536621641,7.0551534082811633,3.9194117191172841,1.0144937609585531
Loc_1_6.jpg,100.00000000000003,97.749347123048707,85.720036122403684,57.170390587875787,41.87999974771909,29.296359211442013,24.588991317290663,20.099476592584907,16.462795591156524,13.108184420329358,8.4528555718789864,4.9892285361421678,1.6373842807374146
Loc_1_5.jpg,100.00000000000003,96.361378147063107,79.557588763907717,48.055923450531743,33.888772329801391,22.751873437077961,18.687674764791367,14.91452991458444,11.989982320356994,9.38874181764014,5.8797069523965106,3.2578288746790807,0.57374040680265359
Loc_1_4.jpg,99.999999999999872,96.484283625154831,78.33921847719445,45.520922813033017,31.500125474753311,20.936427806659992,17.205033552822041,13.775962149462154,11.131483715352596,8.7752320790820022,5.5935281984810672,3.2016457912231449,0.75858603265995028
Loc_1_3.jpg,99.999999999999972,96.292778936115624,78.749678419117714,48.500245927982697,34.7491192928508,23.808015995987873,19.757023465217472,15.946754071339599,12.949800737716222,10.234974002274924,6.5022952961391951,3.7402456336026262,1.0260710898515215
Loc_1_2.jpg,99.999999999999972,96.384061889217051,80.045914593147543,50.534814652563718,36.553205051105984,25.240913152156828,20.999288567968534,17.005241258785166,13.85903081538358,11.01501219195487,7.1710727128422986,4.4723027400643085,1.8361254454433258
Loc_1_1.jpg,99.999999999999943,96.960336412891678,81.811613566373438,51.189053971906461,36.454997704838171,24.706022516936631,20.443332576869018,16.535279114386832,13.582282468736025,11.022319370716851,7.7415451372109674,5.4189797588494946,3.1268110606405011
