Image name,D5,D10,D16,D25,D30,D50,D75,D84,D90,D95
R01_A,0.26462319790301442,0.30497994652406418,0.35425935828877003,0.42596258874931708,0.47629164391043127,0.67767024390243902,1.2128892733564012,1.5955294117647061,1.8506228373702427,2.5589900535577752
R01_B,0.22627025982060009,0.26289698786372279,0.28798859482380468,0.32857297687861275,0.35188724618348888,0.46294462316176482,0.71231825767690271,0.91164176234979999,1.1922189720016725,1.6702841621395759
R01_C,0.2645916666666665,0.30977935118434585,0.35990457370517914,0.42069681274900389,0.46713397129186601,0.74898784440842892,1.6950869102518644,2.2539189859465485,3.0548139983466607,3.7222265086800879
R01_D,0.22683326143226931,0.26304901135885572,0.28838998737904925,0.33218769428038541,0.35818236618971905,0.5125783898305083,1.0453325942350322,1.5261481152993344,1.8466917960088689,2.7933384853168399
R02_A,0.24222960526315801,0.27924037403740376,0.32437803638309259,0.42090707320622944,0.53181483073616487,1.2582978723404286,2.564662996577896,3.1974027674453263,3.6192292813569455,3.9707513762832964
R02_C,0.26700796695190343,0.31005810397553524,0.35995783851712221,0.4381548804780877,0.48228535856573701,0.65049351087139728,1.1296200345423164,1.5887599309153737,1.8948531951640784,2.8352134696332065
R02_D,0.25993921481151017,0.29401405308944906,0.34013089298204713,0.41567155981625731,0.4785403587443946,0.81780075901328275,1.6420208625253001,1.9844944729877008,2.907321606372387,3.7185131098572848
R03_B,0.2530445871339414,0.2885603696591455,0.34092875966771702,0.44662569060773533,0.55905169359041307,1.4119901389511451,3.2491563981042697,4.2508447412354133,6.6221368948247203,8
R03_C,0.26450301947251675,0.2994460192260292,0.35458347620455216,0.4097100584885332,0.44898898927159792,0.72655105900151329,1.5657852564102552,1.9292820512820497,2.7550176263219703,3.6434704269486842
R05_B,0.25185486381322969,0.2750404669260702,0.30302701570680651,0.34714902767389688,0.36746379742383622,0.45191931540342328,0.73876229508196833,1.3086738474795381,1.9248255062473136,3.3821467391304569
R05_C,0.30754108768567379,0.3719729669347635,0.42604325358851708,0.50061227621483395,0.54194843989769836,0.70729309462915624,1.3304527559055137,1.7395133858267744,2.0634764826176046,3.2439059304703641
R07_A,0.19072191346958287,0.21685436835185851,0.24821331421058929,0.27419861757337149,0.28817309413027914,0.39992197659297768,1.4446730083234245,1.9795063020214032,3.0184792792792794,3.9189693693693695
R07_B,0.19877146892655359,0.23694783427495289,0.26245259571056317,0.28857361194628173,0.30337655798185248,0.3681687973997832,0.49494186046511568,0.68660946788990707,0.99218795589482478,1.6516020821283948
R07_C,0.26868840487680984,0.30497174303683744,0.34017796945193168,0.3849397707672621,0.40806298336393482,0.59480115830115832,1.3712046908315561,1.8269270788912573,2.5245337895637281,3.5402822925577389
R07_D,0.25268804413848983,0.28339795505163018,0.31922002096436092,0.37030644044321348,0.39704362880886451,0.58979542097488935,1.3079794520547932,1.80664109589041,2.4668045977011475,3.3966206896551716
R07_E,0.23689466666666706,0.28033790523690794,0.32502726630562773,0.38579300574155562,0.41632294385206187,0.59063741620962862,1.1275952380952401,1.6289466666666683,1.9631809523809536,3.1168096809681045
R08_A,0.25216275452488712,0.29452630090497772,0.35559202772963638,0.44335896474118569,0.51175607476635543,0.82165178791615312,1.4736122393717843,1.7656626049282425,1.9603628486325479,2.927414234511009
R08_B,0.23785232208486459,0.27004262295081971,0.29920262295081967,0.34346078431372551,0.36732400984560304,0.47187760778859539,0.72242100456621094,1.0142054134223262,1.5418316648127597,1.9815202076381209
R08_C,0.27360071876151848,0.32599959573091852,0.37615083633978352,0.43771833333333338,0.47630600000000012,0.67917653461036132,1.3964384318056338,1.7799712865819999,2.1950075490689533,3.360211373930555
R08_D,0.2096856456330968,0.25320005496015408,0.27976353393789521,0.32495370370370391,0.35312382769035144,0.51069429241595055,1.1314873417721558,1.6558878842676346,2.0221532846715458,3.1981204379562174
R08_E,0.2469239269018271,0.28849365750528522,0.33960230487166043,0.40200076982294081,0.43785339805825257,0.67011581407426657,1.5330041777440186,1.9454523357387008,2.7848005409060201,3.6006490872210994
R09_A,0.21899703528016606,0.26246580273578118,0.29355759539236859,0.350892376217112,0.37692538241512252,0.49821661237785031,0.76768708346556713,0.958469717549985,1.3438197266346541,1.7692500923531609
R09_B,0.22291040462427739,0.26809104573759929,0.30955914263032558,0.3879486919488947,0.43293610223642159,0.69191868190273709,1.6003724394785848,2.0190848078096391,2.9046979865771805,3.6427089688834648
R09_C,0.27331673067690865,0.35742649515536268,0.44047042253521113,0.57597370766488343,0.64748039215686193,1.0536602700781794,1.8682658137882009,2.5439540449976046,3.2023456199138325,3.7510052656773567
R09_D,0.21295532490974733,0.26244965387035873,0.305028618225134,0.39139954167056396,0.43623498331479432,0.65795821325648429,1.4320254185999599,1.9025200726245719,2.7640784313725533,3.6879215686274569
R10_A,0.28304347826086967,0.35657888762769591,0.39962497162315558,0.46137289325842701,0.49466257022471921,0.6539260042283298,1.240265780730897,1.6182418604651156,1.8702259136212609,2.6859090909090773
R10_C,0.27998953098827412,0.37159796787038268,0.43801957403651082,0.51764634518541097,0.55646381809858037,0.71433637368711844,1.4395256568506398,1.8239943572562118,2.3782558139534693,3.3843106312292202
R10_D,0.27765938948995389,0.38558551829268295,0.45091246040126731,0.53039511323003596,0.57190631704410033,0.78739603960396098,1.8959701126898605,3.1250162162162187,4.2338058368076226,6.9995711733174728
R10_E,0.37976144894894848,0.4656299826689772,0.51784865875912389,0.57312038093065676,0.60382689324817507,0.75262938689217718,1.427582793376529,1.8429402447804168,2.6214279048063438,3.8179468035464308
