Image name,0 mm,0.063 mm,0.125 mm ,0.180 mm,0.250 mm,0.300 mm,0.355 mm,0.425 mm,0.500 mm,0.710 mm,1 mm,2 mm,4 mm ,8 mm
Line_1_1.jpg,0,0,0,0,7.6523728273386382,22.3391591542198,32.611750881088795,43.640563726017135,48.760567592371153,62.914998030907412,71.275718819466221,88.061018665210767,96.966607046789406,100
Line_1_4.jpg,0,0,0,0,0,10.702368161383205,18.622654166380272,30.437157831577437,34.692135844502403,50.19257534213223,59.478927918964061,80.955083466301843,95.022084685469807,100
Line_1_9.jpg,0,0,0,0,8.736986492779792,26.237285031486337,32.477085013954422,41.491783703957566,51.003495723027093,64.460636630045755,73.97267190527711,90.190412946120674,97.582785441080588,100
Line_1_11.jpg,0,0,0,0,9.352854751661738,18.60486365613076,31.708953233384804,41.14417066118336,47.742710355653607,61.549453446772404,70.150739508820436,87.258767128722639,96.461639684577221,100
Line_1_13.jpg,0,0,0,0,12.933746579034207,24.99583053895158,41.283279419147505,52.462494665624654,59.877075457932882,73.934696509186864,81.635520610162828,93.857672936598632,98.173375614754107,100
Line_1_17.jpg,0,0,0,0,7.8843587889031426,23.208688981773776,33.919765927851245,45.331051581037002,50.588679152337299,65.188557680990428,73.646144918997294,89.654815329558403,97.283689250948413,100
Line_1_19.jpg,0,0,0,5.0815707682745028,13.367326633924236,28.664107659036773,44.142444002881184,51.324509672363597,58.675443359484632,73.308184454334224,81.080254214620979,93.583007755123376,98.136173818163499,100
Line_1_21.jpg,0,0,0,0,14.473068704411233,23.728362816472853,36.458652443391642,45.31604440679628,54.368946304809711,68.552197748491821,76.626577653873355,90.943112933103492,97.624819816138853,100
Line_1_23.jpg,0,0,0,3.6220461425911168,16.245362559549264,31.227255644516234,41.24067633406662,51.545537297386268,58.461672523121294,71.98599488157484,79.642875419136615,92.400281801801611,97.698269326238886,100
Line_1_25.jpg,0,0,0,2.3340381135616752,11.217822520367847,22.724305528379972,34.839820310432756,40.596726924879441,48.580184497860259,61.171809918465179,69.11439641429223,85.448161326912356,95.701417663348863,100
Line_1_28.jpg,0,0,0,2.2760521897753421,10.899137851659816,22.066181006796626,29.92858317584394,38.402414850739731,44.339391246811154,56.914766955022806,64.987340774825554,82.136019668158724,94.42309962435148,100
Line_1_30.jpg,0,0,0,2.2179525347089424,13.250164373539775,23.728071959977157,31.07726089493579,38.990647691742325,46.359043293637242,58.002834215436792,66.162494143992944,83.040583989549646,94.652226581725586,100
Line_1_32.jpg,0,0,0,0,8.3506234672498323,16.696705403122678,28.652805693838985,37.368274415028644,43.516834384320603,58.526421757198911,66.780028359495333,85.085366403065748,96.124180890271631,100
Line_1_34.jpg,0,0,0,0,8.006328514883478,16.102975526620099,27.738898656160785,36.260469926489264,42.311623030262126,55.271986671729039,63.752266592029265,82.876537526483219,95.237735728886307,100
Line_1_36.jpg,0,0,0,1.9148494501672246,11.344020870674257,20.370671203248051,29.907092647783003,36.829971505689095,43.41973505625225,56.39751958781136,64.433734707426851,82.099782857465897,94.863876728811633,100
Line_1_38.jpg,0,0,0,3.4550951389750821,9.2688378500367321,20.530498355748236,32.493744613256382,38.300997510278961,44.448901580527171,57.534120294131519,65.376948989601274,83.345665213086278,95.184252163849919,100
