Image name,5 Percentile,10 Percentile,16 Percentile,25 Percentile,30 Percentile,50 Percentile,75 Percentile,84 Percentile,90 Percentile,95 Percentile
Line_1_1.jpg,2.9249366872514253,4.4735492183080812,6.3831145101031277,9.4211806988435782,11.216355913502099,19.479943534810328,35.247684515118493,46.32837660692303,59.455421242722103,78.121833575764583
Line_1_2.jpg,2.2181524146529754,3.107415696033986,4.1287679289641233,5.6668241286258629,6.5498639544146551,10.474313190592367,17.796043842460453,22.827029321212816,28.897956185058238,38.000379887687821
Line_1_3.jpg,3.1548238368649315,4.7901265598175584,6.6377723852999457,9.3058762373251671,10.785630090892443,17.10435091349099,28.294666929508391,35.684426391396563,44.205756247719002,55.331741044068863
Line_1_4.jpg,2.7335830993805752,4.0301934686390766,5.522713159611417,7.7781816964948893,9.0642882179329032,14.733408980703961,25.29927853096703,32.597466611000605,40.874125456177076,51.389113849862305
Line_1_5.jpg,2.7240895758712296,4.0036752774718867,5.4567758430456648,7.6109285647416947,8.8246026796223305,14.096557713417518,23.708950826958795,30.25647647644832,37.839406072150858,47.688457367653932
Line_1_6.jpg,2.6639137282041849,3.8697263565149247,5.2080910952332093,7.142044568282925,8.2146530649765612,12.801926680383644,20.95389552621296,26.467589932417003,33.189898447950327,43.562809354045953
Line_1_7.jpg,2.220992130180329,3.0808048145846034,4.0450932816550509,5.4855892087595626,6.3040859111074976,9.8801425192523915,16.54113284604237,21.11872847807069,26.834036848015103,36.230702916620679
Line_1_8.jpg,2.2087274290865744,3.0620967252424465,4.0191296856654644,5.453491569402809,6.2665364421007048,9.8396242342614499,16.513076984979705,21.08644884706964,26.770099999123712,36.236040550316183
Line_1_9.jpg,2.7635674715888525,4.0977628332298908,5.6622157843599252,8.0723630628685576,9.4658632868243426,15.635107408631384,27.168943878598427,35.287025461400106,45.456759582441386,61.978942895830563
Line_1_10.jpg,2.1194111110758533,2.9075030835713087,3.7958614903608496,5.1103721351121703,5.8567556968768395,9.1784185408526593,15.457676298300875,19.832200353184479,25.292419161444379,33.18086470148252
Line_1_11.jpg,2.6952245162408568,3.9735689588638134,5.499480208603253,7.8833718726652418,9.2742580289189007,15.609839571582285,27.887559488299303,36.588549061429035,47.369609851915939,63.118425552571708
Line_1_12.jpg,1.8413825778329027,2.3922530654973762,3.0195917092846587,3.9626753629431519,4.5097779188640121,7.0337718304129924,11.943715589231068,15.407870516784106,19.973649172997145,27.568087510025109
Line_1_13.jpg,2.1278304230677829,2.9275596419142067,3.878136991714408,5.3985094385358163,6.3149645744033789,10.694281508793956,19.58085471862363,25.828575263837394,34.16906001955207,50.984835425519236
Line_1_14.jpg,2.1343092047746168,2.9358719032986564,3.8903649779486669,5.4124328574377696,6.3259258917102779,10.660700549613534,19.435828670470119,25.637394801927513,33.858855718036764,49.715234729123459
Line_1_15.jpg,2.0576667122738894,2.7840868282642166,3.6007856580526574,4.8029947563278803,5.4802905183980455,8.4506943818237588,13.928236378586677,17.653854341961136,22.263718523132077,29.674096792118529
Line_1_16.jpg,2.0570117558974688,2.7833808284201949,3.5997617214682904,4.7957973068614335,5.4705664335402187,8.4312881412487695,13.868365716583801,17.534060727842483,22.056436396149163,29.320974732304894
Line_1_17.jpg,2.9128293108787213,4.3828251717419482,6.1441278973448554,8.9342788986504527,10.586081283903829,18.089815587856567,32.488731096305564,42.516260239310242,55.246472037727699,75.09288015683623
Line_1_18.jpg,1.8720655586514725,2.4506390535305727,3.106465320847478,4.0718655472026439,4.6216685662117563,7.0767373638262532,11.676689295101767,14.818565378317786,18.863306087259463,26.245219891559085
Line_1_19.jpg,2.6244203406208664,3.8372831437910495,5.3026759232429157,7.6823432547937216,9.1235628632663506,15.817637495317184,28.655919874595977,37.663244010982254,49.517708373467521,73.252345576918856
Line_1_20.jpg,2.1381153439459881,2.9374471910638014,3.849997582660365,5.248718593903539,6.067123270046209,9.85615466942658,17.205186318405907,22.356641789620447,28.985286549538309,40.426280468461634
Line_1_21.jpg,2.5953255868176552,3.7692926047247886,5.174803118590952,7.4282106467613973,8.7883072867868179,15.154118977587824,27.735238880317077,36.769849165946638,48.346578948826092,66.702855966800001
Line_1_22.jpg,1.9528354817576141,2.6014097662499025,3.3498393561706288,4.4990771927933713,5.1769950613437317,8.3586539085299627,14.632326581460447,19.002534158399307,24.79592501586761,35.669514500496113
Line_1_23.jpg,2.5555806002668562,3.7233367876504331,5.174551618105629,7.6131826573830903,9.1198765945660192,16.362584380350082,31.092607460981522,41.642428647712109,55.501871274494228,80.891262020424008
Line_1_24.jpg,2.0803081693066297,2.827666217990616,3.6665437060473032,4.8941047218066638,5.5883284296900246,8.6635300838898974,14.391760087234598,18.315727868068613,23.023853799787197,29.580869178933963
Line_1_25.jpg,3.4307891728616591,5.4036809509518564,7.800564913961999,11.616799641009926,13.881852653668721,24.270248821580356,44.525235237005113,58.980721930024096,76.075792928822622,97.959431348135681
Line_1_26.jpg,3.4923342070401007,5.5006524354311921,7.9232575345022846,11.726560030260673,13.964085076443064,24.20950137038075,44.139589398787614,58.307356494482285,74.953337157474664,96.844780224600527
Line_1_27.jpg,2.0566128049675787,2.7807347904125779,3.5902469122294263,4.7787324958867625,5.4497345620926287,8.3919590462334366,13.8345933374752,17.563175234599587,22.058472069251643,28.26691954992517
Line_1_28.jpg,3.5361737782724969,5.6392847337868615,8.2223354993948092,12.327483025190547,14.747962781423961,25.891404387261854,47.77415452189102,63.071298763731157,79.785272518142094,99.246824824335903
