Image name,5 Percentile,10 Percentile,16 Percentile,25 Percentile,30 Percentile,50 Percentile,75 Percentile,84 Percentile,90 Percentile,95 Percentile,Description
Loc_2_1.jpg,0.14991358383396955,0.22970648493942944,0.30847143794998344,0.4047230064641833,0.44956445953727608,0.5843458121796643,0.96503319980913949,1.4114643932068554,1.9701065265037063,2.9386577199025203,Top (21.3 cm)
Loc_2_2.jpg,0.1374979201423889,0.22162851990196486,0.3018211196832864,0.39709709042834918,0.44114984179965105,0.57355681461471875,1.011280729086464,1.4836855256164654,2.0758502172811544,3.0319092191050365,Top (18.7 cm)
Loc_2_3.jpg,0.14289996719032499,0.23289578261705035,0.31452085412832281,0.40792624783479536,0.44989899848705867,0.57376779749459061,1.0415732968086051,1.5454704920616826,2.1749332723389947,3.1655789062714845,Top (10.0 cm)
Loc_2_4.jpg,0.15122902128601082,0.22616613389803236,0.30175082851995105,0.39577233484068641,0.44037389220970624,0.57579869307584619,0.98049701219772989,1.4207976465754568,1.9723126386094458,2.9456349973593565,Top (26.0 cm)
Loc_2_5.jpg,0.15094854373537489,0.24659097653579598,0.33703900175289808,0.44463360638601673,0.49411518309366764,0.64131604335353365,0.79146355249086564,1.1513562879136807,1.6052173389192881,2.4959575629937736,Scraped top (14.2 cm)
Loc_2_6.jpg,0.15299035915668241,0.25244018285866737,0.34551684320045956,0.45432516622446312,0.50379807979691393,0.65040038987613391,0.77726791445093157,1.1407579076546055,1.5969727800244131,2.4747632367058903,Scraped top (12.2 cm)
Loc_2_10.jpg,0.13444967459324322,0.21506703902701321,0.28966169729356706,0.37793358009077299,0.41873626550156989,0.54320820595855868,1.126738294400478,1.6563308965980237,2.2999253761170326,3.2598242318032105,5 cm depth (13.1 cm)
Loc_2_11.jpg,0.13358697840246989,0.21379983975029024,0.28653228729162178,0.37163020227203925,0.41128077744860381,0.53275448580608087,1.1722757816883669,1.7226301498642913,2.3979927427886651,3.3581395243103374,5 cm depth (10.4 cm)
Location_2_3.jpg,0.10563542231865689,0.16780517728437955,0.22922331769584056,0.30631977428656842,0.34361233404523733,0.58418274253381641,1.4307092499534708,2.011839974251882,2.6971130160691521,3.6186886332306947,Dried 




,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
