Image name,D5,D10,D16,D25,D30,D50,D75,D84,D90,D95,Description
Loc_1_1.jpg,0.38223435357432123,0.40946870714864253,0.45033160662881017,0.52913220674747441,0.58066659415086397,0.87781478581147387,1.777867394548488,2.4639620744244604,3.2802680030962472,3.9605229436560694,Top (34.2 cm)
Loc_1_2.jpg,0.27282967466464009,0.29565934932928012,0.31777882455069972,0.34946799853969102,0.39758210811662409,0.62527032438678687,1.4876706133499442,1.9623845989990631,2.9394580938376276,3.8279424655539667,Top (19.3 cm)
Loc_1_3.jpg,0.19461030543448524,0.24483307451377015,0.27225026074092495,0.31367613878844208,0.34535507012719591,0.54284518186439978,1.3740284135181977,1.9104503593358211,2.8423373304303166,3.778777387217791,Top (12.6 cm)
Loc_1_4.jpg,0.20060221337577749,0.24587665845848808,0.27030857429068228,0.30754703275937761,0.34977176486923967,0.5810449940250656,1.4845870300595432,1.981693168234141,2.9614766382951103,3.8095552088554108,Top (10.3 cm)
Loc_1_5.jpg,0.20179883025656931,0.24308123675766133,0.27129680907774739,0.3129355189925811,0.34459698104384279,0.55211860024771708,1.3936423934991016,1.912431641935882,2.8455442040853298,3.7890515118975334,Top (6.35 cm)
Loc_1_6.jpg,0.2152008403166642,0.25016376465881673,0.26738536747323549,0.29321777169486363,0.31202002416321112,0.45165161123367425,0.93855108004686638,1.479342463107399,1.8803419487369504,3.0045735038978814,Scraped top (15.7 cm)
Loc_1_7.jpg,0.20042197602434669,0.23586475753675035,0.26119811804582821,0.28635673240461479,0.30077706858689907,0.45535002531048036,0.93627618394961176,1.4781193656738396,1.8768930899036214,2.9986725250847894,Scraped top (11.3 cm)
Loc_1_8.jpg,0.26204240599669065,0.27408481199338136,0.28853569918941013,0.33160431900086063,0.36730327311975197,0.55426422327777058,1.3123061282764139,1.8307394555788921,2.6285545456839161,3.6550550492756271,Top auto-hdr (18.4 cm)
Loc_1_9.jpg,0.19360185711728525,0.22585646562641143,0.26189353085709188,0.3096603054281527,0.33698754057221542,0.50495583756238638,1.2259576632529983,1.7719951964988865,2.4861896452913812,3.5704965602422911,Top auto-hdr (9.44 cm)
Loc_1_11.jpg,0.77397649935272939,0.83795299870545881,0.91472479792873407,1.0575998797678863,1.1809175094771429,1.6741880283141688,2.8283303438356788,3.4606583574224503,3.8822103664802974,5.5971606427442788,Top flash (58.6 cm)
Loc_1_12.jpg,0.2702614271871378,0.29052285437427561,0.32257120312867948,0.37517382873715821,0.40214626486247956,0.6099476193889094,1.4426045797780993,1.912646835557045,2.810214748814329,3.746353185103855,Top flash (21.9 cm)
Loc_1_13.jpg,0.18966558035184289,0.23633317162730572,0.26755116453745204,0.30375409397468123,0.33431060076348107,0.50375743893348446,1.245305559939641,1.8029067669977472,2.5869203183195744,3.6280009602534147,Top flash (12.6 cm)
Loc_1_14.jpg,0.21121658119537723,0.24243316239075446,0.26851020500368866,0.30518072553158404,0.33549236222033635,0.5043906870081718,1.2717692374685416,1.8180693615092385,2.6191628739274071,3.6501419045930357,Top flash (12.7 cm)
Loc_1_15.jpg,0.19471768248343019,0.22842622051151318,0.26044729895687113,0.29402846338906835,0.32000650612178744,0.49671438091942538,1.2540313805132872,1.8055096668077262,2.5906551931828021,3.6357067167464878,Top flash (9.16 cm)
