Image name,8 mm,4 mm,2 mm,1 mm,0.71 mm,0.5 mm,0.425 mm,0.355 mm,0.3 mm,0.25 mm,0.18 mm,0.125 mm,0.063 mm,Description
Loc_1_1.jpg,58.785837072481534,58.359961839240633,56.086046067808979,44.520993827348796,18.77512862099406,9.1961099940621356,0,0,0,0,0,0,0,Top (34.2 cm)
Loc_1_2.jpg,72.443637073887842,71.939393772222971,69.250567086264638,57.262986017989675,33.653629528155591,21.956016641593187,12.208526093206302,9.279945388021865,5.8279114178175648,5.8279114178175648,1.1875513646517801,1.1875513646517801,0,Top (19.3 cm)
Loc_1_3.jpg,76.32789427724893,75.704993424890375,72.745669362812222,60.225967467570882,36.385937122277483,26.142077694503687,15.90065666012875,12.422097468186244,8.3223531729352711,5.9397380117050158,3.1522928431439716,1.4482850032974248,0.66491562255476677,Top (12.6 cm)
Loc_1_4.jpg,76.246075860896113,75.599830003078537,72.513297707620993,59.291811198590906,35.234607102997593,25.58410087719086,14.407438518627988,11.842060489425933,8.8591168984135233,5.4281580521126802,3.4414727452444938,1.6285110909611751,1.0403925693042186,Top (10.3 cm)
Loc_1_5.jpg,84.293580488644139,83.724192410333231,80.752685077809673,68.229166045917225,43.72329072640818,32.436723661960116,20.901047898925821,16.369039076550809,12.142364991865222,8.5135198371078182,4.3493606468764394,2.2688206460857101,1.0816450900955952,Top (6.35 cm)
Loc_1_6.jpg,87.186999512647375,86.928829763014164,85.511536964070416,75.901430188238024,47.146419268352062,33.480319344133996,18.652644823671906,15.71347635818351,12.201079794456032,7.9702521657366265,2.9224880119267755,1.3836521564256592,0,Scraped top (15.7 cm)
Loc_1_7.jpg,91.313437020089125,91.005563902024491,89.469874446991597,79.335356756973681,51.208898711722618,36.641813464244535,22.402670200849066,16.009435157769428,10.929319633118379,7.9738205925631744,4.5235979626435565,2.4665800237205469,0.68923243762428155,Scraped top (11.3 cm)
Loc_1_8.jpg,73.340715582636363,72.94388461826729,70.659963813318967,59.28376753199916,33.986767470948642,22.036394440006866,9.4908790957420468,6.4331486504319404,2.7753219157787212,2.7753219157787212,2.7753219157787212,1.2958226077712529,0,Top auto-hdr (18.4 cm)
Loc_1_9.jpg,87.094037860811852,86.686472351286554,84.388486169932818,72.569548796694008,46.529008454730004,33.525439398868301,21.141736676987161,18.199996977869535,12.980050496755386,8.9256072334568888,4.2071660178436572,2.7474690425001653,1.3228001019332061,Top auto-hdr (9.44 cm)
Loc_1_11.jpg,68.725467869085577,68.300230173254278,65.856298327494699,54.120370393956783,29.580994239190858,17.555230024881858,5.7257188829558121,5.7257188829558121,1.5672782569132953,1.5672782569132953,1.5672782569132953,0,0,Top flash (58.6 cm)
Loc_1_12.jpg,52.553781438427357,52.114631439714984,49.427186954923613,36.819705976469791,11.130267730815529,6.239159206664076,0,0,0,0,0,0,0,Top flash (21.9 cm)
Loc_1_13.jpg,68.725467869085577,68.300230173254278,65.856298327494699,54.120370393956783,29.580994239190858,17.555230024881858,5.7257188829558121,5.7257188829558121,1.5672782569132953,1.5672782569132953,1.5672782569132953,0,0,Top flash (12.6 cm)
Loc_1_14.jpg,80.750752066168417,80.303438559409699,77.839659662599615,65.895443100658696,40.514557984892903,29.379714539056387,18.113244378485103,14.258704115225004,9.6521164772187298,6.9505876741475072,3.7880979911670516,1.7957586024210741,0.84261820106224306,Top flash (12.7 cm)
Loc_1_15.jpg,82.387363311483583,81.967267623355568,79.483230108523017,67.452383081768829,41.486263651555802,30.214940345406461,17.552624202320946,13.490676696340817,8.6613486416013785,4.878192811398633,4.8312937913042777,2.7242087097060912,1.320028899897902,Top flash (9.16 cm)
Location_1_4.jpg,75.952182149346569,75.321361465695944,72.114123373231507,58.751086311262632,34.532392070194163,23.766349382066817,13.398172769324663,10.807639627278318,7.8707265278443028,4.6204679172498793,2.8209089091762776,1.26963061447194,0.81178937770982207,Dried
