Image name,Pixel size (mm/pixel),Date/time,Device,Latitude,Longitude,Image height (mm),Image width (mm),Heigth above bed (mm)
R9_E4.JPG,0.017804698972099853,2022:10:26 14:55:07,Canon EOS 1100D,None,None,50.70778267254038,76.06167400881057,125.62738950404149
R9_E3.JPG,0.01777859237536657,2022:10:26 14:55:04,Canon EOS 1100D,None,None,50.633431085044,75.95014662756599,125.4431851206045
R9_E2.JPG,0.01764919941775837,2022:10:26 14:55:04,Canon EOS 1100D,None,None,50.264919941775844,75.39737991266375,124.53020706295817
R9_E1.JPG,0.016541609822646658,2022:10:26 14:55:01,Canon EOS 1100D,None,None,47.11050477489768,70.66575716234651,116.71521453240419
R9_D2.JPG,0.016678129298486933,2022:10:26 14:54:14,Canon EOS 1100D,None,None,47.49931224209079,71.24896836313617,117.67847627545015
R9_D1.JPG,0.01804315476190476,2022:10:26 14:54:10,Canon EOS 1100D,None,None,51.38690476190475,77.08035714285714,127.3098991848992
R9_C1.JPG,0.019975288303130147,2022:10:26 14:53:28,Canon EOS 1100D,None,None,56.889621087314644,85.33443163097199,125.56718167920805
R9_B2.JPG,0.01665521978021978,2022:10:26 14:51:00,Canon EOS 1100D,None,None,47.434065934065934,71.1510989010989,117.51683001683
R9_B1.JPG,0.017053445850914204,2022:10:26 14:50:59,Canon EOS 1100D,None,None,48.56821378340366,72.85232067510546,120.32665576969374
R9_A3.JPG,0.018974960876369327,2022:10:26 14:49:24,Canon EOS 1100D,None,None,54.04068857589984,81.06103286384976,133.88458881416628
R9_A2.JPG,0.0182605421686747,2022:10:26 14:49:22,Canon EOS 1100D,None,None,52.00602409638554,78.00903614457832,128.84375339194617
R9_A1.JPG,0.018856920684292386,2022:10:26 14:49:20,Canon EOS 1100D,None,None,53.704510108864696,80.55676516329704,133.0517142336738
