Image name,D5,D10,D16,D25,D30,D50,D75,D84,D90,D95
R9_E4.JPG,0.2581820672914614,0.2869420444527348,0.3212043738187278,0.37629085854604283,0.41113260882166036,0.6398853740392656,1.4645685830125081,1.9238732135142511,2.8227543422548225,3.735241195810462
R9_C1.JPG,0.386633032685825,0.4345599242055292,0.4589149519558245,0.4954474935812675,0.5301212252360865,0.6854467594332786,1.4531085682614135,1.8936993034912677,2.7446822334252823,3.7172120939154376
R9_A2.JPG,0.2915860491407912,0.3322348539485393,0.3712795379220548,0.4196252771314009,0.4446199718898254,0.6505601680256584,1.4798028026897785,1.9239214429392133,2.8104863603000783,3.719454094105926
R9_A3.JPG,0.3168871478337965,0.3621671992433646,0.3956427697843679,0.4400593889470358,0.4602022175964064,0.6606113190965943,1.5617142924183338,2.0453395131339303,3.0709865551174387,3.9256924234370287
R9_B1.JPG,0.27638206151818057,0.3123386234486301,0.3476954910794564,0.4025477643193232,0.4320575066165647,0.6406478584340054,1.6231531426649075,2.3176438820009464,3.346088508608115,4.905560042011264
R9_E1.JPG,0.2512575277394803,0.2775048691517752,0.3121521199147294,0.3812413500870995,0.4255171283444773,0.6514389259981821,1.4107384514074597,1.8671283306363693,2.7009999621094587,3.738051762523925
R9_E2.JPG,0.33549306629549963,0.3783362553582133,0.4173216894256303,0.4529942266135706,0.4708972860292932,0.6648694217020354,1.4680781164065206,1.906909419075701,2.797718445401693,3.7727328450145694
R9_E3.JPG,0.3122928610031841,0.3514843714387104,0.3860585616218105,0.4339406470920404,0.4558592078966322,0.6544676002172178,1.497880606742258,1.9842803118518644,3.0239837963817644,3.9207781414543104
R9_B2.JPG,0.3278819477476897,0.3730454864757424,0.4143022646856371,0.4527134374060201,0.4713274977949593,0.666619273757037,1.5497367482316342,2.051991227509077,3.123250683538426,4.091047529487676
R9_D1.JPG,0.2672403035594074,0.2997438834418765,0.33228761507868965,0.3918963030528253,0.42875517968388216,0.6337993333594467,1.449508340442741,1.9068765468126208,2.8281425867755794,3.8217065531373207
R9_D2.JPG,0.26795878893939623,0.2982500437050461,0.3325072734769645,0.3874405479454796,0.4195707633222602,0.6288297905802938,1.46669807816744,1.9375650189293998,2.911797177316126,3.860274287342299
R9_A1.JPG,0.27326540912522856,0.30874918901547554,0.34943118000150336,0.4020632305241676,0.4308538359316904,0.6451558983679717,1.4806585565747126,1.9554411735489141,2.9786191804173705,3.9277505680868887
