Image name,Pixel size (mm/pixel),Date/time,Device,Latitude,Longitude,Image height (mm),Image width (mm),Heigth above bed (mm)
sample25.jpg,0.027334152334152335,2022:10:31 14:26:37,iPhone SE (2nd generation),None,None,82.65847665847666,110.21130221130221,
sample24.jpg,0.025,2022:10:31 14:25:22,iPhone SE (2nd generation),None,None,75.60000000000002,100.8,
sample23.jpg,0.025812064965197216,2022:10:31 14:24:00,iPhone SE (2nd generation),None,None,78.05568445475639,104.07424593967518,
sample22.jpg,0.0278125,2022:10:31 14:22:56,iPhone SE (2nd generation),None,None,84.105,112.14,
sample21.jpg,0.022797131147540985,2022:10:31 14:21:47,iPhone SE (2nd generation),None,None,68.93852459016394,91.91803278688525,
sample20.jpg,0.024396929824561403,2022:10:31 14:18:45,iPhone SE (2nd generation),None,None,73.77631578947368,98.36842105263158,
sample19.jpg,0.02642517814726841,2022:10:31 14:16:09,iPhone SE (2nd generation),None,None,79.90973871733969,106.54631828978624,
sample18.jpg,0.02477728285077951,2022:10:31 14:12:47,iPhone SE (2nd generation),None,None,74.92650334075724,99.902004454343,
sample17.jpg,0.023421052631578947,2022:10:31 14:09:16,iPhone SE (2nd generation),None,None,70.82526315789474,94.43368421052631,
sample16.jpg,0.0272671568627451,2022:10:31 14:05:14,iPhone SE (2nd generation),None,None,82.45588235294117,109.94117647058823,
sample15.jpg,0.028164556962025317,2022:10:31 14:02:13,iPhone SE (2nd generation),None,None,85.16962025316455,113.55949367088608,
sample14.jpg,0.0316951566951567,2022:10:31 14:00:49,iPhone SE (2nd generation),None,None,95.84615384615385,127.79487179487178,
sample13.jpg,0.02516968325791856,2022:10:31 13:59:19,iPhone SE (2nd generation),None,None,76.1131221719457,101.4841628959276,
sample12.jpg,0.028307888040712468,2022:10:31 13:57:42,iPhone SE (2nd generation),None,None,85.6030534351145,114.13740458015268,
sample11.jpg,0.027952261306532663,2022:10:31 13:56:20,iPhone SE (2nd generation),None,None,84.52763819095478,112.7035175879397,
sample10.jpg,0.02740147783251232,2022:10:31 13:54:37,iPhone SE (2nd generation),None,None,82.86206896551724,110.48275862068968,
sample09.jpg,0.025752314814814808,2022:10:31 13:53:14,iPhone SE (2nd generation),None,None,77.875,103.83333333333331,
sample08.jpg,0.025633640552995392,2022:10:31 13:51:26,iPhone SE (2nd generation),None,None,77.51612903225806,103.35483870967742,
sample07.jpg,0.02655131264916468,2022:10:31 13:48:01,iPhone SE (2nd generation),None,None,80.29116945107398,107.05489260143196,
sample06.jpg,0.02655131264916468,2022:10:31 13:46:05,iPhone SE (2nd generation),None,None,80.29116945107398,107.05489260143196,
sample05.jpg,0.02733415233415233,2022:10:31 13:44:42,iPhone SE (2nd generation),None,None,82.65847665847666,110.21130221130221,
sample04.jpg,0.025457665903890158,2022:10:31 13:43:22,iPhone SE (2nd generation),None,None,76.98398169336384,102.64530892448515,
sample03.jpg,0.026053864168618268,2022:10:31 13:41:42,iPhone SE (2nd generation),None,None,78.78688524590164,105.04918032786884,
sample02.jpg,0.028452685421994882,2022:10:31 13:40:09,iPhone SE (2nd generation),None,None,86.04092071611254,114.72122762148338,
sample01.jpg,0.026807228915662645,2022:10:31 13:36:30,iPhone SE (2nd generation),None,None,81.06506024096386,108.0867469879518,
