Image name,D5,D10,D16,D25,D30,D50,D75,D84,D90,D95
R10_A,0.15079323997792971,0.1967086036887116,0.23330390040098961,0.29436230902616811,0.32097000387794955,0.43930510983008952,1.1267116179355108,1.5012943993458945,1.7510162536194831,1.9591177988474744
R10_A InB,0.17546887952440593,0.2169435600786114,0.26226528356879064,0.32149550610070893,0.35576145728142888,0.50658148800149416,1.5785960162860859,1.9256568145820443,2.7005522613337112,3.5607317529819755
R10_B,0.17595618165721047,0.217987136885998,0.26406455611979512,0.32640007860491649,0.36301500597408481,0.5829652255664578,1.5658050537762338,1.8266132422862844,2.0042425502591179,3.2707408449389161
R10_B InB,0.17126824724835826,0.21013442304535587,0.25347743468676209,0.30792105580089185,0.34036309438883861,0.481590405271769,1.4963121021298773,1.8407434203463229,2.3687685963662131,3.3716086988711313
R10_C ,0.14898238685396345,0.19547762688524886,0.24171943579813504,0.29830614883788431,0.33071512456431823,0.46682060266909203,1.4778526349847323,1.8914893821676773,2.6147326615099744,3.4593772547370856
R10_C InB,0.17337562459591532,0.2137399427843201,0.25823781773844112,0.31533369031512176,0.34874196068414864,0.49106577418699482,1.505601756436292,1.8446217586082487,2.3713357560874608,3.3614813589962784
R10_D,0.13604447850329349,0.17776268898563291,0.22942855978877391,0.29632529934089857,0.32551523585993897,0.46794678521200239,1.3864465410663802,1.6859802836140525,1.8856694453125009,3.2454710211545401
R10_D InB,0.15228851312428873,0.20514891837806493,0.2567121734024273,0.31899277957454542,0.35466532262149858,0.48730622249707101,1.5519748681806202,1.941348320279608,2.7248482548812949,3.5052078992333504
R10_E ,0.15301477124312018,0.2079024342607444,0.26134546055473984,0.32821726352507985,0.36597136068660696,0.51547492253651406,1.4871643530356988,1.7697472302028894,1.9581358149810169,8
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
