Image name,D5,D10,D16,D25,D30,D50,D75,D84,D90,D95
R7_D1.jpg,0.2524192914077709,0.2810703938239621,0.3183753897453367,0.385153595625085,0.4261704630694753,0.6341255455738489,1.382272214576657,1.8465964954948704,2.6034356810399704,3.6003296484262837
R7_D2.jpg,0.24073749361177005,0.2770357908711228,0.3184492304157026,0.3894956138982,0.4273881553594333,0.6590679641951197,1.4511191268201131,1.902578298724064,2.8033972895111265,3.7933237357224985
R7_C4.jpg,0.25060092064083345,0.2767904632518489,0.31114643087583554,0.3796560724441311,0.42325912354022377,0.6396913916685133,1.3733743893409072,1.8192375949730213,2.491262253693558,3.5359636191493067
R7_B3.jpg,0.2591571902624365,0.28367830834119845,0.32348740243513185,0.3926263573511348,0.42688871075792295,0.634300628285127,1.3580008470119571,1.7915125936115994,2.3565202429277408,3.4228867637186986
R7_E2.jpg,0.2537185920389652,0.2816569120161792,0.3177248154801171,0.381627449933698,0.4221475574246942,0.6299794004191606,1.3769578526010546,1.8174602456224247,2.477464517063842,3.528921203572813
R7_C3.jpg,0.25057346911950656,0.2745392103410748,0.305598854312234,0.3839033891798731,0.4311322050760419,0.6536901596896254,1.3695447470878932,1.82770143737284,2.5634564963884934,3.6406553295503823
R7_A2.jpg,0.2474375810450563,0.2760260468306743,0.3112248946127929,0.3818730022053778,0.4258388366477411,0.6446124467821757,1.4746140191485573,1.9072145873534376,2.7727032224262627,3.7220507528861897
R7_A4.jpg,0.24332552103812305,0.27990017107544074,0.3191801489475365,0.3835241958519977,0.42355965887496816,0.6611320924116338,1.4775187373796799,1.9084108820881407,2.7729351840565752,3.718540211028517
R7_B1.jpg,0.2597562408588823,0.2868398160702728,0.3208984304446246,0.3766409930315495,0.4107339199833543,0.6426103915252194,1.4421166601137878,1.8558797298291445,2.5696072679379083,3.5636319392461586
R7_E1.jpg,0.2658099585284155,0.294212583040518,0.3352840031516379,0.393117656513303,0.4237755463543176,0.6318248584933973,1.3828088151195197,1.8152657179138425,2.4531860810527184,3.504449552329766
R7_C2.jpg,0.2537282679113456,0.28253797761822674,0.3199765769288669,0.386200799531744,0.4265679580550049,0.6329211649525432,1.3796195152725736,1.824425910961376,2.4907618429965184,3.4933323701501062
R7_A1.jpg,0.2408781207140007,0.2790693688743676,0.3187633794719718,0.3837608294137221,0.4239606811886447,0.6452001076433325,1.4540534355165131,1.8860282761163931,2.69455664267801,3.6524466848122636
R7_D3.jpg,0.2432434251721769,0.27794237244399816,0.3191837860105512,0.38905073126232026,0.4264238004194281,0.6594966475468739,1.4672150975664089,1.9171455122409984,2.81448531199204,3.7522589856392186
R7_C1.jpg,0.2547321762071424,0.2811110111162203,0.31550460548470555,0.3773401585032776,0.4167227933755989,0.6342309567743959,1.3701182608700408,1.8004975676202948,2.3856009552450868,3.4402805789940114
R7_D4.jpg,0.25210206998989193,0.2750777933216344,0.30438866967477984,0.37729770720896094,0.4246842120683979,0.6502152416761007,1.3562578240976657,1.7716828517304135,2.2451745903024536,3.408672773874331
R7_B2.jpg,0.2558567216585252,0.282315115769318,0.3250893670981635,0.39862517026836347,0.4339881768528493,0.6544062212638913,1.4156309265825704,1.85233463851751,2.57033745281748,3.5347965639364314
R7_A3.jpg,0.2474710641529665,0.2755217482562658,0.3097261563500576,0.3793189359700973,0.4236905569165496,0.6447497202901213,1.4388846701243423,1.8816470322082282,2.6805236821990173,3.6272082161002404
R7_E3.jpg,0.2565136489799472,0.2846013464872636,0.32238888860528353,0.3907764378139037,0.4313912864135424,0.6487823121650427,1.3466147684549856,1.7884384222702678,2.373119832903158,3.4767205665617844
R7_E4.jpg,0.2511844521882015,0.27709898511837544,0.3105926426381162,0.3746228089691893,0.4160179801275736,0.6328844008035914,1.3305465692189888,1.7753729192213559,2.3308397968598284,3.467584672376641
